"","id","start","end","duration","sound.files","selec","note_label","Bird.ID","Song_ID","Clutch","Subtutor","notelab2"
"1",2328771,0.39436,0.48955,95.19,"JS0002-20110427-001.wav",1,"Curve","JS0002","JS0002-001","I",NA,"A"
"2",2328772,0.58291,0.692,109.09,"JS0002-20110427-001.wav",2,"Slope","JS0002","JS0002-001","I",NA,"B"
"3",2328773,1.09845,1.222,123.55,"JS0002-20110427-001.wav",3,"Slope","JS0002","JS0002-001","I",NA,"B"
"4",2328774,1.36636,1.45155,85.19,"JS0002-20110427-001.wav",4,"Curve","JS0002","JS0002-001","I",NA,"A"
"5",2328775,1.50681,1.65164,144.83,"JS0002-20110427-001.wav",5,"Slope","JS0002","JS0002-001","I",NA,"B"
"6",2328776,1.70445,1.8,95.55,"JS0002-20110427-001.wav",6,"Curve","JS0002","JS0002-001","I",NA,"A"
"7",2328777,1.84991,2.02591,176,"JS0002-20110427-001.wav",7,"Slope","JS0002","JS0002-001","I",NA,"B"
"8",2328778,2.13236,2.222,89.64,"JS0002-20110427-001.wav",8,"Curve","JS0002","JS0002-001","I",NA,"A"
"9",2328779,2.28081,2.466,185.19,"JS0002-20110427-001.wav",9,"Slope","JS0002","JS0002-001","I",NA,"B"
"10",2328780,2.56636,2.729,162.64,"JS0002-20110427-001.wav",10,"Slope","JS0002","JS0002-001","I",NA,"B"
"11",2328781,2.86726,2.947,79.74,"JS0002-20110427-001.wav",11,"Curve","JS0002","JS0002-001","I",NA,"A"
"12",2328782,3.017,3.162,145,"JS0002-20110427-001.wav",12,"Slope","JS0002","JS0002-001","I",NA,"B"
"13",2328783,3.21291,3.298,85.09,"JS0002-20110427-001.wav",13,"Curve","JS0002","JS0002-001","I",NA,"A"
"14",2328784,3.35236,3.50019,147.83,"JS0002-20110427-001.wav",14,"Slope","JS0002","JS0002-001","I",NA,"B"
"15",2328785,3.55736,3.647,89.64,"JS0002-20110427-001.wav",15,"Curve","JS0002","JS0002-001","I",NA,"A"
"16",2328786,3.69781,3.87509,177.28,"JS0002-20110427-001.wav",16,"Slope","JS0002","JS0002-001","I",NA,"B"
"17",2328787,4.05336,4.19255,139.19,"JS0002-20110427-001.wav",17,"Slope","JS0002","JS0002-001","I",NA,"B"
"18",2328788,0.26336,0.355,91.64,"JS0002-20110427-002.wav",1,"Curve","JS0002","JS0002-002","I",NA,"A"
"19",2328789,0.70935,0.78464,75.29,"JS0002-20110427-002.wav",2,"Slope","JS0002","JS0002-002","I",NA,"B"
"20",2328790,1.065,1.197,132,"JS0002-20110427-002.wav",3,"Slope","JS0002","JS0002-002","I",NA,"B"
"21",2328791,1.35536,1.496,140.64,"JS0002-20110427-002.wav",4,"Slope","JS0002","JS0002-002","I",NA,"B"
"22",2328792,1.59845,1.68329,84.84,"JS0002-20110427-002.wav",5,"Curve","JS0002","JS0002-002","I",NA,"A"
"23",2328793,1.7509,1.828,77.1,"JS0002-20110427-002.wav",6,"Curve","JS0002","JS0002-002","I",NA,"A"
"24",2328794,1.88536,2.017,131.64,"JS0002-20110427-002.wav",7,"Slope","JS0002","JS0002-002","I",NA,"B"
"25",2328795,2.0829,2.16855,85.65,"JS0002-20110427-002.wav",8,"Curve","JS0002","JS0002-002","I",NA,"A"
"26",2328796,2.21481,2.4,185.19,"JS0002-20110427-002.wav",9,"Slope","JS0002","JS0002-002","I",NA,"B"
"27",2328797,2.51736,2.601,83.64,"JS0002-20110427-002.wav",10,"Curve","JS0002","JS0002-002","I",NA,"A"
"28",2328798,2.66036,2.832,171.64,"JS0002-20110427-002.wav",11,"Slope","JS0002","JS0002-002","I",NA,"B"
"29",2328799,2.91936,3.06829,148.93,"JS0002-20110427-002.wav",12,"Slope","JS0002","JS0002-002","I",NA,"B"
"30",2328800,3.20536,3.335,129.64,"JS0002-20110427-002.wav",13,"Slope","JS0002","JS0002-002","I",NA,"B"
"31",2328801,3.38936,3.45919,69.83,"JS0002-20110427-002.wav",14,"Stack","JS0002","JS0002-002","I",NA,"E"
"32",2328802,3.491,3.576,85,"JS0002-20110427-002.wav",15,"Curve","JS0002","JS0002-002","I",NA,"A"
"33",2328803,3.6279,3.807,179.1,"JS0002-20110427-002.wav",16,"Slope","JS0002","JS0002-002","I",NA,"B"
"34",2328804,3.9459,4.028,82.1,"JS0002-20110427-002.wav",17,"Curve","JS0002","JS0002-002","I",NA,"A"
"35",2328805,4.09981,4.243,143.19,"JS0002-20110427-002.wav",18,"Slope","JS0002","JS0002-002","I",NA,"B"
"36",2328806,4.3009,4.385,84.1,"JS0002-20110427-002.wav",19,"Curve","JS0002","JS0002-002","I",NA,"A"
"37",2328807,4.44081,4.5871,146.29,"JS0002-20110427-002.wav",20,"Slope","JS0002","JS0002-002","I",NA,"B"
"38",2328808,4.64836,4.732,83.64,"JS0002-20110427-002.wav",21,"Curve","JS0002","JS0002-002","I",NA,"A"
"39",2328809,4.79345,4.95,156.55,"JS0002-20110427-002.wav",22,"Slope","JS0002","JS0002-002","I",NA,"B"
"40",2328810,5.01136,5.099,87.64,"JS0002-20110427-002.wav",23,"Curve","JS0002","JS0002-002","I",NA,"A"
"41",2328811,5.15636,5.364,207.64,"JS0002-20110427-002.wav",24,"Slope","JS0002","JS0002-002","I",NA,"B"
"42",2328812,5.52381,5.657,133.19,"JS0002-20110427-002.wav",25,"Slope","JS0002","JS0002-002","I",NA,"B"
"43",2328813,5.82381,5.914,90.19,"JS0002-20110427-002.wav",26,"Curve","JS0002","JS0002-002","I",NA,"A"
"44",2328814,5.96781,6.156,188.19,"JS0002-20110427-002.wav",27,"Slope","JS0002","JS0002-002","I",NA,"B"
"45",2328815,6.40045,6.54,139.55,"JS0002-20110427-002.wav",28,"Slope","JS0002","JS0002-002","I",NA,"B"
"46",2328816,0.25191,0.38719,135.28,"JS0002-20110427-003.wav",1,"Slope","JS0002","JS0002-003","I",NA,"B"
"47",2328817,0.73291,0.86183,128.92,"JS0002-20110427-003.wav",2,"Slope","JS0002","JS0002-003","I",NA,"B"
"48",2328818,1.08436,1.22609,141.73,"JS0002-20110427-003.wav",3,"Slope","JS0002","JS0002-003","I",NA,"B"
"49",2328819,1.37836,1.52109,142.73,"JS0002-20110427-003.wav",4,"Slope","JS0002","JS0002-003","I",NA,"B"
"50",2328820,1.61436,1.69855,84.19,"JS0002-20110427-003.wav",5,"Curve","JS0002","JS0002-003","I",NA,"A"
"51",2328821,1.77945,1.87026,90.81,"JS0002-20110427-003.wav",6,"Curve","JS0002","JS0002-003","I",NA,"A"
"52",2328822,1.94636,2.037,90.64,"JS0002-20110427-003.wav",7,"Curve","JS0002","JS0002-003","I",NA,"A"
"53",2328823,2.09591,2.24964,153.73,"JS0002-20110427-003.wav",8,"Slope","JS0002","JS0002-003","I",NA,"B"
"54",2328824,2.31491,2.397,82.09,"JS0002-20110427-003.wav",9,"Curve","JS0002","JS0002-003","I",NA,"A"
"55",2328825,2.45181,2.64309,191.28,"JS0002-20110427-003.wav",10,"Slope","JS0002","JS0002-003","I",NA,"B"
"56",2328826,2.72891,2.82,91.09,"JS0002-20110427-003.wav",11,"Curve","JS0002","JS0002-003","I",NA,"A"
"57",2328827,2.88391,3.06226,178.35,"JS0002-20110427-003.wav",12,"Slope","JS0002","JS0002-003","I",NA,"B"
"58",2328828,3.18691,3.33455,147.64,"JS0002-20110427-003.wav",13,"Slope","JS0002","JS0002-003","I",NA,"B"
"59",2328829,3.48891,3.58155,92.64,"JS0002-20110427-003.wav",14,"Curve","JS0002","JS0002-003","I",NA,"A"
"60",2328830,3.6349,3.78764,152.74,"JS0002-20110427-003.wav",15,"Slope","JS0002","JS0002-003","I",NA,"B"
"61",2328831,3.84591,3.94155,95.64,"JS0002-20110427-003.wav",16,"Curve","JS0002","JS0002-003","I",NA,"A"
"62",2328832,3.98836,4.14474,156.38,"JS0002-20110427-003.wav",17,"Slope","JS0002","JS0002-003","I",NA,"B"
"63",2328833,4.20345,4.296,92.55,"JS0002-20110427-003.wav",18,"Curve","JS0002","JS0002-003","I",NA,"A"
"64",2328834,4.33536,4.52109,185.73,"JS0002-20110427-003.wav",19,"Slope","JS0002","JS0002-003","I",NA,"B"
"65",2328835,4.70036,4.84338,143.02,"JS0002-20110427-003.wav",20,"Slope","JS0002","JS0002-003","I",NA,"B"
"66",2328836,0.42559,0.5723,146.71,"JS0002-20110427-004.wav",1,"Slope","JS0002","JS0002-004","I",NA,"B"
"67",2328837,1.10683,1.23466,127.83,"JS0002-20110427-004.wav",2,"Slope","JS0002","JS0002-004","I",NA,"B"
"68",2328838,1.53098,1.65444,123.46,"JS0002-20110427-004.wav",3,"Slope","JS0002","JS0002-004","I",NA,"B"
"69",2328839,1.83165,1.96674,135.09,"JS0002-20110427-004.wav",4,"Slope","JS0002","JS0002-004","I",NA,"B"
"70",2328840,2.11199,2.24272,130.73,"JS0002-20110427-004.wav",5,"Slope","JS0002","JS0002-004","I",NA,"B"
"71",2328841,2.30373,2.40105,97.32,"JS0002-20110427-004.wav",6,"Curve","JS0002","JS0002-004","I",NA,"A"
"72",2328842,2.433,2.56083,127.83,"JS0002-20110427-004.wav",7,"Slope","JS0002","JS0002-004","I",NA,"B"
"73",2328843,2.64652,2.72206,75.54,"JS0002-20110427-004.wav",8,"Curve","JS0002","JS0002-004","I",NA,"A"
"74",2328844,2.78887,2.95737,168.5,"JS0002-20110427-004.wav",9,"Slope","JS0002","JS0002-004","I",NA,"B"
"75",2328845,3.09681,3.13167,34.86,"JS0002-20110427-004.wav",10,"Chirp","JS0002","JS0002-004","I",NA,"D"
"76",2328846,3.21156,3.39458,183.02,"JS0002-20110427-004.wav",11,"Slope","JS0002","JS0002-004","I",NA,"B"
"77",2328847,3.49626,3.58632,90.06,"JS0002-20110427-004.wav",12,"Curve","JS0002","JS0002-004","I",NA,"A"
"78",2328848,3.64587,3.79984,153.97,"JS0002-20110427-004.wav",13,"Slope","JS0002","JS0002-004","I",NA,"B"
"79",2328849,3.8623,3.94945,87.15,"JS0002-20110427-004.wav",14,"Curve","JS0002","JS0002-004","I",NA,"A"
"80",2328850,3.99303,4.06711,74.08,"JS0002-20110427-004.wav",15,"Stack","JS0002","JS0002-004","I",NA,"E"
"81",2328851,4.10197,4.19348,91.51,"JS0002-20110427-004.wav",16,"Curve","JS0002","JS0002-004","I",NA,"A"
"82",2328852,4.24867,4.39829,149.62,"JS0002-20110427-004.wav",17,"Slope","JS0002","JS0002-004","I",NA,"B"
"83",2328853,4.46656,4.55661,90.05,"JS0002-20110427-004.wav",18,"Curve","JS0002","JS0002-004","I",NA,"A"
"84",2328854,4.61617,4.8021,185.93,"JS0002-20110427-004.wav",19,"Slope","JS0002","JS0002-004","I",NA,"B"
"85",2328855,5.01416,5.15505,140.89,"JS0002-20110427-004.wav",20,"Slope","JS0002","JS0002-004","I",NA,"B"
"86",2328856,5.37004,5.45283,82.79,"JS0002-20110427-004.wav",21,"Curve","JS0002","JS0002-004","I",NA,"A"
"87",2328857,5.51529,5.71283,197.54,"JS0002-20110427-004.wav",22,"Slope","JS0002","JS0002-004","I",NA,"B"
"88",2328858,0.23491,0.32755,92.64,"JS0002-20110427-005.wav",1,"Curve","JS0002","JS0002-005","I",NA,"A"
"89",2328859,0.425,0.529,104,"JS0002-20110427-005.wav",2,"Slope","JS0002","JS0002-005","I",NA,"B"
"90",2328860,0.94191,1.06355,121.64,"JS0002-20110427-005.wav",3,"Slope","JS0002","JS0002-005","I",NA,"B"
"91",2328861,1.20645,1.29155,85.1,"JS0002-20110427-005.wav",4,"Curve","JS0002","JS0002-005","I",NA,"A"
"92",2328862,1.346,1.48874,142.74,"JS0002-20110427-005.wav",5,"Slope","JS0002","JS0002-005","I",NA,"B"
"93",2328863,1.54591,1.63836,92.45,"JS0002-20110427-005.wav",6,"Curve","JS0002","JS0002-005","I",NA,"A"
"94",2328864,1.69136,1.86765,176.29,"JS0002-20110427-005.wav",7,"Slope","JS0002","JS0002-005","I",NA,"B"
"95",2328865,1.97391,2.062,88.09,"JS0002-20110427-005.wav",8,"Curve","JS0002","JS0002-005","I",NA,"A"
"96",2328866,2.12091,2.305,184.09,"JS0002-20110427-005.wav",9,"Slope","JS0002","JS0002-005","I",NA,"B"
"97",2328867,2.40691,2.56936,162.45,"JS0002-20110427-005.wav",10,"Slope","JS0002","JS0002-005","I",NA,"B"
"98",2328868,2.70736,2.79255,85.19,"JS0002-20110427-005.wav",11,"Curve","JS0002","JS0002-005","I",NA,"A"
"99",2328869,2.85991,3.00309,143.18,"JS0002-20110427-005.wav",12,"Slope","JS0002","JS0002-005","I",NA,"B"
"100",2328870,3.052,3.14455,92.55,"JS0002-20110427-005.wav",13,"Curve","JS0002","JS0002-005","I",NA,"A"
"101",2328871,3.19145,3.33909,147.64,"JS0002-20110427-005.wav",14,"Slope","JS0002","JS0002-005","I",NA,"B"
"102",2328872,3.39736,3.488,90.64,"JS0002-20110427-005.wav",15,"Curve","JS0002","JS0002-005","I",NA,"A"
"103",2328873,3.53836,3.71955,181.19,"JS0002-20110427-005.wav",16,"Slope","JS0002","JS0002-005","I",NA,"B"
"104",2328874,3.89236,4.033,140.64,"JS0002-20110427-005.wav",17,"Slope","JS0002","JS0002-005","I",NA,"B"
"105",2328875,0.194,0.26719,73.19,"JS0002-20110427-006.wav",1,"Slope","JS0002","JS0002-006","I",NA,"B"
"106",2328876,0.43636,0.56509,128.73,"JS0002-20110427-006.wav",2,"Slope","JS0002","JS0002-006","I",NA,"B"
"107",2328877,0.77045,0.909,138.55,"JS0002-20110427-006.wav",3,"Slope","JS0002","JS0002-006","I",NA,"B"
"108",2328878,1.06336,1.15,86.64,"JS0002-20110427-006.wav",4,"Curve","JS0002","JS0002-006","I",NA,"A"
"109",2328879,1.24481,1.33209,87.28,"JS0002-20110427-006.wav",5,"Curve","JS0002","JS0002-006","I",NA,"A"
"110",2328880,1.39891,1.46955,70.64,"JS0002-20110427-006.wav",6,"Stack","JS0002","JS0002-006","I",NA,"E"
"111",2328881,1.50845,1.59574,87.29,"JS0002-20110427-006.wav",7,"Curve","JS0002","JS0002-006","I",NA,"A"
"112",2328882,1.65045,1.786,135.55,"JS0002-20110427-006.wav",8,"Slope","JS0002","JS0002-006","I",NA,"B"
"113",2328883,1.85236,1.937,84.64,"JS0002-20110427-006.wav",9,"Curve","JS0002","JS0002-006","I",NA,"A"
"114",2328884,1.97991,2.16855,188.64,"JS0002-20110427-006.wav",10,"Slope","JS0002","JS0002-006","I",NA,"B"
"115",2328885,2.27891,2.36564,86.73,"JS0002-20110427-006.wav",11,"Curve","JS0002","JS0002-006","I",NA,"A"
"116",2328886,2.42536,2.575,149.64,"JS0002-20110427-006.wav",12,"Slope","JS0002","JS0002-006","I",NA,"B"
"117",2328887,2.63636,2.723,86.64,"JS0002-20110427-006.wav",13,"Curve","JS0002","JS0002-006","I",NA,"A"
"118",2328888,2.77591,2.915,139.09,"JS0002-20110427-006.wav",14,"Slope","JS0002","JS0002-006","I",NA,"B"
"119",2328889,2.98436,3.074,89.64,"JS0002-20110427-006.wav",15,"Curve","JS0002","JS0002-006","I",NA,"A"
"120",2328890,3.12881,3.23255,103.74,"JS0002-20110427-006.wav",16,"Slope","JS0002","JS0002-006","I",NA,"B"
"121",2328891,3.42591,3.6,174.09,"JS0002-20110427-006.wav",17,"Slope","JS0002","JS0002-006","I",NA,"B"
"122",2328892,3.68736,3.751,63.64,"JS0002-20110427-006.wav",18,"Chirp","JS0002","JS0002-006","I",NA,"D"
"123",2328893,3.81481,4.006,191.19,"JS0002-20110427-006.wav",19,"Slope","JS0002","JS0002-006","I",NA,"B"
"124",2328894,4.13281,4.22,87.19,"JS0002-20110427-006.wav",20,"Curve","JS0002","JS0002-006","I",NA,"A"
"125",2328895,4.27836,4.46674,188.38,"JS0002-20110427-006.wav",21,"Slope","JS0002","JS0002-006","I",NA,"B"
"126",2328896,4.62981,4.777,147.19,"JS0002-20110427-006.wav",22,"Slope","JS0002","JS0002-006","I",NA,"B"
"127",2328897,5.10726,5.254,146.74,"JS0002-20110427-006.wav",23,"Slope","JS0002","JS0002-006","I",NA,"B"
"128",2328898,0.3889,0.488,99.1,"JS0002-20110427-007.wav",1,"Curve","JS0002","JS0002-007","I",NA,"A"
"129",2328899,0.714,0.785,71,"JS0002-20110427-007.wav",2,"Slope","JS0002","JS0002-007","I",NA,"B"
"130",2328900,0.961,1.09555,134.55,"JS0002-20110427-007.wav",3,"Slope","JS0002","JS0002-007","I",NA,"B"
"131",2328901,1.261,1.4011,140.1,"JS0002-20110427-007.wav",4,"Slope","JS0002","JS0002-007","I",NA,"B"
"132",2328902,1.5049,1.592,87.1,"JS0002-20110427-007.wav",5,"Curve","JS0002","JS0002-007","I",NA,"A"
"133",2328903,1.6489,1.831,182.1,"JS0002-20110427-007.wav",6,"Slope","JS0002","JS0002-007","I",NA,"B"
"134",2328904,1.9489,2.04029,91.39,"JS0002-20110427-007.wav",7,"Curve","JS0002","JS0002-007","I",NA,"A"
"135",2328905,2.09881,2.24555,146.74,"JS0002-20110427-007.wav",8,"Slope","JS0002","JS0002-007","I",NA,"B"
"136",2328906,2.3139,2.406,92.1,"JS0002-20110427-007.wav",9,"Curve","JS0002","JS0002-007","I",NA,"A"
"137",2328907,2.45481,2.60055,145.74,"JS0002-20110427-007.wav",10,"Slope","JS0002","JS0002-007","I",NA,"B"
"138",2328908,2.67081,2.759,88.19,"JS0002-20110427-007.wav",11,"Curve","JS0002","JS0002-007","I",NA,"A"
"139",2328909,2.85381,2.92574,71.93,"JS0002-20110427-007.wav",12,"Curve","JS0002","JS0002-007","I",NA,"A"
"140",2328910,2.9849,3.15564,170.74,"JS0002-20110427-007.wav",13,"Slope","JS0002","JS0002-007","I",NA,"B"
"141",2328911,3.30136,3.459,157.64,"JS0002-20110427-007.wav",14,"Slope","JS0002","JS0002-007","I",NA,"B"
"142",2328912,3.58236,3.665,82.64,"JS0002-20110427-007.wav",15,"Curve","JS0002","JS0002-007","I",NA,"A"
"143",2328913,3.72935,3.9181,188.75,"JS0002-20110427-007.wav",16,"Slope","JS0002","JS0002-007","I",NA,"B"
"144",2328914,4.06381,4.205,141.19,"JS0002-20110427-007.wav",17,"Slope","JS0002","JS0002-007","I",NA,"B"
"145",2328915,4.419,4.571,152,"JS0002-20110427-007.wav",18,"Slope","JS0002","JS0002-007","I",NA,"B"
"146",2328916,4.82536,4.902,76.64,"JS0002-20110427-007.wav",19,"Curve","JS0002","JS0002-007","I",NA,"A"
"147",2328917,5.18235,5.343,160.65,"JS0002-20110427-007.wav",20,"Slope","JS0002","JS0002-007","I",NA,"B"
"148",2328918,5.47026,5.545,74.74,"JS0002-20110427-007.wav",21,"Curve","JS0002","JS0002-007","I",NA,"A"
"149",2328919,5.617,5.76894,151.94,"JS0002-20110427-007.wav",22,"Slope","JS0002","JS0002-007","I",NA,"B"
"150",2328920,5.83581,5.91138,75.57,"JS0002-20110427-007.wav",23,"Curve","JS0002","JS0002-007","I",NA,"A"
"151",2328921,5.97581,6.12712,151.31,"JS0002-20110427-007.wav",24,"Slope","JS0002","JS0002-007","I",NA,"B"
"152",2328922,6.19936,6.289,89.64,"JS0002-20110427-007.wav",25,"Curve","JS0002","JS0002-007","I",NA,"A"
"153",2328923,6.34726,6.524,176.74,"JS0002-20110427-007.wav",26,"Slope","JS0002","JS0002-007","I",NA,"B"
"154",2328924,0.74836,0.83574,87.38,"JS0002-20110427-008.wav",1,"Curve","JS0002","JS0002-008","I",NA,"A"
"155",2328925,1.157,1.233,76,"JS0002-20110427-008.wav",2,"Slope","JS0002","JS0002-008","I",NA,"B"
"156",2328926,1.4379,1.56855,130.65,"JS0002-20110427-008.wav",3,"Slope","JS0002","JS0002-008","I",NA,"B"
"157",2328927,1.83581,1.956,120.19,"JS0002-20110427-008.wav",4,"Slope","JS0002","JS0002-008","I",NA,"B"
"158",2328928,2.12836,2.21455,86.19,"JS0002-20110427-008.wav",5,"Curve","JS0002","JS0002-008","I",NA,"A"
"159",2328929,2.28281,2.371,88.19,"JS0002-20110427-008.wav",6,"Curve","JS0002","JS0002-008","I",NA,"A"
"160",2328930,2.43881,2.51755,78.74,"JS0002-20110427-008.wav",7,"Curve","JS0002","JS0002-008","I",NA,"A"
"161",2328931,2.60236,2.689,86.64,"JS0002-20110427-008.wav",8,"Curve","JS0002","JS0002-008","I",NA,"A"
"162",2328932,2.76526,2.842,76.74,"JS0002-20110427-008.wav",9,"Curve","JS0002","JS0002-008","I",NA,"A"
"163",2328933,2.886,3.05655,170.55,"JS0002-20110427-008.wav",10,"Slope","JS0002","JS0002-008","I",NA,"B"
"164",2328934,3.1749,3.26,85.1,"JS0002-20110427-008.wav",11,"Curve","JS0002","JS0002-008","I",NA,"A"
"165",2328935,3.3689,3.546,177.1,"JS0002-20110427-008.wav",12,"Slope","JS0002","JS0002-008","I",NA,"B"
"166",2328936,3.65136,3.79255,141.19,"JS0002-20110427-008.wav",13,"Slope","JS0002","JS0002-008","I",NA,"B"
"167",2328937,3.928,4.037,109,"JS0002-20110427-008.wav",14,"Curve","JS0002","JS0002-008","I",NA,"A"
"168",2328938,4.09636,4.2371,140.74,"JS0002-20110427-008.wav",15,"Slope","JS0002","JS0002-008","I",NA,"B"
"169",2328939,4.30536,4.3881,82.74,"JS0002-20110427-008.wav",16,"Curve","JS0002","JS0002-008","I",NA,"A"
"170",2328940,4.44181,4.585,143.19,"JS0002-20110427-008.wav",17,"Slope","JS0002","JS0002-008","I",NA,"B"
"171",2328941,4.6459,4.736,90.1,"JS0002-20110427-008.wav",18,"Curve","JS0002","JS0002-008","I",NA,"A"
"172",2328942,4.7909,4.925,134.1,"JS0002-20110427-008.wav",19,"Slope","JS0002","JS0002-008","I",NA,"B"
"173",2328943,5.02736,5.18755,160.19,"JS0002-20110427-008.wav",20,"Slope","JS0002","JS0002-008","I",NA,"B"
"174",2328944,5.34181,5.432,90.19,"JS0002-20110427-008.wav",21,"Curve","JS0002","JS0002-008","I",NA,"A"
"175",2328945,5.48881,5.654,165.19,"JS0002-20110427-008.wav",22,"Slope","JS0002","JS0002-008","I",NA,"B"
"176",2328946,5.90581,6.039,133.19,"JS0002-20110427-008.wav",23,"Slope","JS0002","JS0002-008","I",NA,"B"
"177",2328947,0.44536,0.522,76.64,"JS0002-20110427-009.wav",1,"Slope","JS0002","JS0002-009","I",NA,"B"
"178",2328948,0.93469,1.061,126.31,"JS0002-20110427-009.wav",2,"Slope","JS0002","JS0002-009","I",NA,"B"
"179",2328949,1.285,1.416,131,"JS0002-20110427-009.wav",3,"Slope","JS0002","JS0002-009","I",NA,"B"
"180",2328950,1.529,1.614,85,"JS0002-20110427-009.wav",4,"Curve","JS0002","JS0002-009","I",NA,"A"
"181",2328951,1.68,1.771,91,"JS0002-20110427-009.wav",5,"Curve","JS0002","JS0002-009","I",NA,"A"
"182",2328952,1.829,1.917,88,"JS0002-20110427-009.wav",6,"Curve","JS0002","JS0002-009","I",NA,"A"
"183",2328953,1.973,2.14655,173.55,"JS0002-20110427-009.wav",7,"Slope","JS0002","JS0002-009","I",NA,"B"
"184",2328954,2.24881,2.41855,169.74,"JS0002-20110427-009.wav",8,"Slope","JS0002","JS0002-009","I",NA,"B"
"185",2328955,2.5249,2.6101,85.2,"JS0002-20110427-009.wav",9,"Curve","JS0002","JS0002-009","I",NA,"A"
"186",2328956,2.67335,2.80755,134.2,"JS0002-20110427-009.wav",10,"Slope","JS0002","JS0002-009","I",NA,"B"
"187",2328957,2.8759,2.969,93.1,"JS0002-20110427-009.wav",11,"Curve","JS0002","JS0002-009","I",NA,"A"
"188",2328958,3.01526,3.16364,148.38,"JS0002-20110427-009.wav",12,"Slope","JS0002","JS0002-009","I",NA,"B"
"189",2328959,3.2319,3.32,88.1,"JS0002-20110427-009.wav",13,"Curve","JS0002","JS0002-009","I",NA,"A"
"190",2328960,3.36235,3.5441,181.75,"JS0002-20110427-009.wav",14,"Slope","JS0002","JS0002-009","I",NA,"B"
"191",2328961,3.68536,3.83674,151.38,"JS0002-20110427-009.wav",15,"Slope","JS0002","JS0002-009","I",NA,"B"
"192",2328962,3.93536,4.00419,68.83,"JS0002-20110427-009.wav",16,"Stack","JS0002","JS0002-009","I",NA,"E"
"193",2328963,4.04336,4.132,88.64,"JS0002-20110427-009.wav",17,"Curve","JS0002","JS0002-009","I",NA,"A"
"194",2328964,4.17636,4.351,174.64,"JS0002-20110427-009.wav",18,"Slope","JS0002","JS0002-009","I",NA,"B"
"195",2328965,4.4879,4.57655,88.65,"JS0002-20110427-009.wav",19,"Curve","JS0002","JS0002-009","I",NA,"A"
"196",2328966,4.63336,4.8031,169.74,"JS0002-20110427-009.wav",20,"Slope","JS0002","JS0002-009","I",NA,"B"
"197",2328967,5.02372,5.16555,141.83,"JS0002-20110427-009.wav",21,"Slope","JS0002","JS0002-009","I",NA,"B"
"198",2328968,5.38836,5.5811,192.74,"JS0002-20110427-009.wav",22,"Slope","JS0002","JS0002-009","I",NA,"B"
"199",2328969,5.9129,6.055,142.1,"JS0002-20110427-009.wav",23,"Slope","JS0002","JS0002-009","I",NA,"B"
"200",2328970,0.25854,0.30647,47.93,"JS0002-20110427-010.wav",1,"Slope","JS0002","JS0002-010","I",NA,"B"
"201",2328971,0.74802,0.88601,137.99,"JS0002-20110427-010.wav",2,"Slope","JS0002","JS0002-010","I",NA,"B"
"202",2328972,1.17215,1.29706,124.91,"JS0002-20110427-010.wav",3,"Slope","JS0002","JS0002-010","I",NA,"B"
"203",2328973,1.48298,1.61225,129.27,"JS0002-20110427-010.wav",4,"Slope","JS0002","JS0002-010","I",NA,"B"
"204",2328974,1.69358,1.78655,92.97,"JS0002-20110427-010.wav",5,"Curve","JS0002","JS0002-010","I",NA,"A"
"205",2328975,1.84174,1.97827,136.53,"JS0002-20110427-010.wav",6,"Slope","JS0002","JS0002-010","I",NA,"B"
"206",2328976,2.04218,2.12933,87.15,"JS0002-20110427-010.wav",7,"Curve","JS0002","JS0002-010","I",NA,"A"
"207",2328977,2.18307,2.26586,82.79,"JS0002-20110427-010.wav",8,"Curve","JS0002","JS0002-010","I",NA,"A"
"208",2328978,2.33703,2.42563,88.6,"JS0002-20110427-010.wav",9,"Curve","JS0002","JS0002-010","I",NA,"A"
"209",2328979,2.46194,2.63624,174.3,"JS0002-20110427-010.wav",10,"Slope","JS0002","JS0002-010","I",NA,"B"
"210",2328980,2.75243,2.83668,84.25,"JS0002-20110427-010.wav",11,"Curve","JS0002","JS0002-010","I",NA,"A"
"211",2328981,2.9064,3.08796,181.56,"JS0002-20110427-010.wav",12,"Slope","JS0002","JS0002-010","I",NA,"B"
"212",2328982,3.24193,3.43075,188.82,"JS0002-20110427-010.wav",13,"Slope","JS0002","JS0002-010","I",NA,"B"
"213",2328983,3.5237,3.60649,82.79,"JS0002-20110427-010.wav",14,"Curve","JS0002","JS0002-010","I",NA,"A"
"214",2328984,3.70236,3.84906,146.7,"JS0002-20110427-010.wav",15,"Slope","JS0002","JS0002-010","I",NA,"B"
"215",2328985,3.91733,4.00157,84.24,"JS0002-20110427-010.wav",16,"Curve","JS0002","JS0002-010","I",NA,"A"
"216",2328986,4.04659,4.21073,164.14,"JS0002-20110427-010.wav",17,"Slope","JS0002","JS0002-010","I",NA,"B"
"217",2328987,4.28044,4.36323,82.79,"JS0002-20110427-010.wav",18,"Curve","JS0002","JS0002-010","I",NA,"A"
"218",2328988,4.41697,4.49105,74.08,"JS0002-20110427-010.wav",19,"Stack","JS0002","JS0002-010","I",NA,"E"
"219",2328989,4.54479,4.63775,92.96,"JS0002-20110427-010.wav",20,"Curve","JS0002","JS0002-010","I",NA,"A"
"220",2328990,4.68423,4.86724,183.01,"JS0002-20110427-010.wav",21,"Slope","JS0002","JS0002-010","I",NA,"B"
