cost,dim
0.6527073762476392,freq
0.5050178426932954,freq
0.5416158870781596,freq
0.6791783603307865,freq
0.8551675282859048,freq
0.5487159797581654,freq
0.9541062017666493,freq
1.8168371399569996,freq
0.9196486823749975,freq
0.9122903319316045,freq
1.7975080789367053,freq
1.2379534296302739,freq
0.8762440725667854,freq
1.0731723360970078,freq
0.6798820756614825,freq
1.4022394768968138,freq
0.4886341577750463,freq
0.5239460929165644,freq
0.6237439436143324,freq
1.1491403969956389,freq
0.5470378236159947,freq
0.7273598379157632,freq
0.49855665072763194,freq
0.5676047419099838,freq
0.8268952038699788,freq
0.8036012111122335,freq
0.5834387853571291,freq
1.3011724579450985,freq
0.7537107994567136,freq
0.6440740976871044,freq
0.6128656449315751,freq
0.5628220382994179,freq
0.7513633458301334,freq
0.5074746085811073,freq
0.8018154198543451,freq
0.7408298643548709,freq
0.6368902117166689,freq
0.8015294694491546,freq
0.8139177483623732,freq
0.760331013594195,freq
0.528485617690611,freq
0.5881486855812846,freq
1.137711253340252,freq
0.9416425642603898,freq
0.8251733098996964,freq
1.03212834031387,freq
0.9159409845511965,freq
0.593191146633183,freq
0.7280380248654492,freq
0.9846635095504306,freq
0.668851902118432,freq
0.6064077424106757,freq
0.8214219655090992,freq
0.6464087017123988,freq
0.9487325283102864,freq
0.8242065158661037,freq
0.5462667115611486,freq
0.8924794080671006,freq
0.5296269230680585,freq
0.5630653104933485,freq
0.4931667806092714,freq
0.5376210694946403,freq
1.66720807690676,freq
0.6574795712489995,freq
0.7744448483682475,freq
0.8760608932159172,freq
0.7029261046125128,freq
0.7134134147181835,freq
0.5431636163564613,freq
0.5197398451100608,freq
0.6839451973748044,freq
0.669908255467156,freq
0.6925834018227441,freq
0.49971109084634874,freq
0.6084897050705905,freq
0.6240521407363201,freq
0.5496731790280098,freq
0.615081864836813,freq
0.7093327274131813,freq
0.5302511325464765,freq
0.5906222707938579,freq
0.8893178930325152,freq
0.49603188428123135,freq
0.5246638012212863,freq
0.5794318037080823,freq
0.8968950960508627,freq
0.5386905693521722,freq
1.53302648328225,freq
0.627134937477261,freq
0.5229422852471208,freq
0.4953268842005251,freq
0.6493724892302193,freq
1.0194812136304618,freq
1.5079410708053989,freq
0.686089442332737,freq
0.6701254802188154,freq
0.5527345598523673,freq
0.6352167205830108,freq
0.7594715958471626,freq
0.62187978921189,freq
0.4950490371522721,freq
0.6766912241383692,freq
0.9066155618682875,freq
0.49249279212820757,freq
0.5375939968143609,freq
0.5676898489489317,freq
0.5806131264713363,freq
0.7015778970485035,freq
0.5817680480413936,freq
0.5789119286959374,freq
0.635614163555451,freq
0.9101128906928981,freq
0.5028695681941109,freq
0.53865314149835275,freq
0.7207207884084278,freq
1.3837846420963107,freq
1.523332569799657,freq
1.0101192050984462,freq
0.6178939131619677,freq
0.6039917997476091,freq
0.628385931267335,freq
1.4474735385649546,freq
0.6290727468622155,freq
0.4895684283048938,freq
0.611679566636999,freq
0.5014225652502505,freq
0.7365773845678499,freq
0.7502116418951874,freq
0.7223932877763241,freq
0.836353085314558,freq
0.5561984211117866,freq
0.511864300155503,freq
0.6681734493806115,freq
0.5813975480352069,freq
0.610502201670256,freq
0.600698870771893,freq
0.5583149727811959,freq
1.055341508045314,freq
0.9715236294109039,freq
0.7668578676028193,freq
0.5949153427650008,freq
0.8194955612197867,freq
0.5124010781813367,freq
0.9039385570285301,freq
0.8736538347278009,freq
1.1265083856608746,freq
0.5728964204955872,freq
0.5132725255390945,freq
0.7443441743676356,freq
0.5983073676940758,freq
1.0268345174747082,freq
0.8445807670464143,freq
0.6187740329151671,freq
0.528592095872344,freq
0.730113756810707,freq
0.6062442138502726,freq
0.960317920280079,freq
1.6460022823730458,freq
0.6943679991915677,freq
0.5163623155884393,freq
0.6390702646508383,freq
0.804994623870435,freq
0.5381192272530573,freq
0.7588949988883572,freq
0.5214098931936272,freq
1.2840599948598068,freq
1.0483484055625678,freq
0.9377439184028336,freq
0.6122921452597421,freq
0.614702206121885,freq
0.5390577693723452,freq
0.582573574515537,freq
0.5450922302589272,freq
0.7393895091625071,freq
0.5213468077353358,freq
0.5049965135735713,freq
0.7504470222794567,freq
1.0419317774509822,freq
0.5472506952564691,freq
0.8842917699978967,freq
1.0768631124214745,freq
0.7915860848865955,freq
0.5764726011364257,freq
0.5549381764795971,freq
0.5831693896404154,freq
0.8606215090358188,freq
0.5172554148276042,freq
0.5649016047052053,freq
0.6703441602356843,freq
0.8509845839981449,freq
0.9172845189400287,freq
0.6758342758466968,freq
0.5883519160250458,freq
0.5384098099320558,freq
0.7166852447029998,freq
0.5439364553998747,freq
0.5700294889954703,freq
0.7953672000257107,freq
0.6863695302881646,freq
0.5310585271749038,freq
0.7559380680305832,freq
0.5982817996133722,freq
0.6088454277714307,freq
0.623601610804553,freq
0.7710649724149663,freq
0.5848005944809973,freq
0.646076867473164,freq
1.6546730625484372,freq
0.5340025091363167,freq
0.6056597655782459,freq
0.5218739549621937,freq
0.7209460575481179,freq
0.6104796906023712,freq
0.6104197136209535,freq
0.6657588259945224,freq
0.7184500841954999,freq
1.5479916274223566,freq
0.6195654835282217,freq
0.5504838759531048,freq
0.9037674383342792,freq
0.5255406087250929,freq
0.7510689628034948,freq
0.49718473143729086,freq
0.5635951236297445,freq
0.6202261777671771,freq
0.5927354566937175,freq
0.6876775904573645,freq
0.8433862938757433,freq
0.6627237089955421,freq
0.9318336131684707,freq
0.5951299818766205,freq
0.7058168293267009,freq
0.7093860000462189,freq
0.6816714893986227,freq
1.0198945551184457,freq
0.70100846975790565,freq
0.5874154644125257,freq
0.6639297494115712,freq
0.8955437284712582,freq
1.268026881039374,freq
0.6111660475603784,freq
3.215622807218417,freq
1.4368536464243753,freq
1.5631921660438577,freq
0.6421385159014106,freq
0.6125810083624134,freq
0.6511803286673683,freq
1.0396463099428361,freq
0.5603876005390029,freq
0.676663316043428,freq
0.8829910613135197,freq
0.803836033877596,freq
1.2727365715900987,freq
1.0130199428007756,freq
0.6483252968617427,freq
0.524135745331644,freq
0.6378598982750873,freq
0.602044386625418,freq
0.5082705014661107,freq
0.8180750124512914,freq
0.7291499821016344,freq
0.5625287849768578,freq
0.5737508629712911,freq
0.5405106568224018,freq
0.559148663690681,freq
0.8927491476121059,freq
0.8248464347691166,freq
0.6365694527905579,freq
0.6593446224070273,freq
0.5976986351270861,freq
0.5076281767756043,freq
0.7523953457327289,freq
0.5222641609433804,freq
0.528708619977182,freq
0.7380347984783315,freq
0.9435526468615446,freq
0.6505779521129396,freq
0.7218526247874365,freq
0.6293028446155701,freq
0.9004860069527547,freq
0.8875230381426479,freq
0.8187759769043623,freq
0.6991250484529665,freq
0.5305543604144074,freq
0.5307285644359823,freq
1.4973125289660656,freq
0.5715471829697688,freq
0.665815774639582,freq
0.8204778210159198,freq
0.5288060497810991,freq
0.8535849710104969,freq
0.5641282128604793,freq
0.505214529848146,freq
0.5794757417791463,freq
0.538857792514472,freq
0.5246954198521724,freq
0.6283401092812707,freq
0.514959946518411,freq
0.7958213321744548,freq
0.53227813897191,freq
0.7414448218595034,freq
0.5596978068724645,freq
0.6052033224927663,freq
0.7041456052790851,freq
0.6039468148056232,freq
0.7111233765829613,freq
0.8683094111154661,freq
0.5463421920993332,freq
0.9243193089615327,freq
0.5514554432047798,freq
0.5886186446362349,freq
0.5511751607370178,freq
3.05370322053003,freq
0.6394898475978009,freq
0.6380916480254796,freq
0.49455620347573365,freq
0.5749056951071293,freq
0.6950669563267642,freq
0.6969586660695161,freq
0.4955423420037837,freq
0.6028537906309581,freq
0.5437175038546312,freq
0.6026151042756025,freq
0.8626957400844387,freq
1.077767824589019,freq
0.5145780943482138,freq
1.1161579787955305,freq
0.9464610169865957,freq
1.2403616031404179,freq
0.7963171818121614,freq
0.8341606658173556,freq
0.5990987452798665,freq
0.5897431961908176,freq
0.8116787963735466,freq
0.8199311450632374,freq
1.0210784449202792,freq
1.1771302758975353,freq
0.6017207334004607,freq
0.49725679074380735,freq
1.8491536995163202,freq
0.8209499309157343,freq
0.5646986922935502,freq
0.6394377103117289,freq
0.6182661703291141,freq
0.5521210899826466,freq
1.3368901096436965,freq
0.9928163011140199,freq
0.6553767973278941,freq
0.593923587490361,freq
0.5351314139605599,freq
0.6648897466367693,freq
0.8445465127415952,freq
0.7511430680019844,freq
0.7355837224971834,freq
0.5077446536918354,freq
1.0713841881883808,freq
0.5078112257712123,freq
0.5881749116638726,freq
0.5437002834468184,freq
0.8241322834564069,freq
0.5123670891984066,freq
1.398286172556197,freq
1.023063407016672,freq
0.5832455677416594,freq
0.766766195735842,freq
0.6703765197528977,freq
0.7195199013527125,freq
0.5872960572321428,freq
0.5448552634823716,freq
0.6277005557691983,freq
0.5795582523816115,freq
0.6432917471828039,freq
0.5956409980007724,freq
0.5809916475993735,freq
0.6082326814766609,freq
0.5532114741957687,freq
0.6312127676217211,freq
0.5371721381104032,freq
0.5967949225795514,freq
0.7210275432757909,freq
0.5110832449501346,freq
0.8974946004792905,freq
0.5888197123680922,freq
0.5428675169731699,freq
1.3903626032840712,freq
0.9699274842284844,freq
0.6622260814487424,freq
0.5444649804508533,freq
0.5581464335172184,freq
0.4843530662805979,freq
0.7408449855675456,freq
0.5821577520843705,freq
1.496921928670224,freq
0.6128279485218892,freq
0.9148392670245478,freq
0.5111716028440043,freq
1.2026323575900968,freq
0.4960391740711952,freq
0.5384214818915103,freq
0.5379280443823833,freq
0.5366219314656296,freq
0.6558440953999491,freq
0.5886039490733984,freq
0.7827050658915796,freq
0.6826865443548371,freq
1.0687791598308973,freq
0.5289457113539023,freq
0.6686290956864082,freq
0.5634684779231842,freq
0.5233740819218924,freq
0.504446685887511,freq
0.9486901203009501,freq
0.7056807362730462,freq
0.7044446474983048,freq
0.6482242093469631,freq
0.6321751398514392,freq
0.8466700312763187,freq
0.6549023965724846,freq
0.5691888383334135,freq
0.6648313724231978,freq
0.6098311987560733,freq
1.1190083118490728,freq
0.6940143920594284,freq
0.6580027083565595,freq
0.7743315844643004,freq
0.52571377153342,freq
0.6505435367948379,freq
0.8605496469604882,freq
0.757003777329797,freq
0.5761234165112721,freq
0.5183760784757023,freq
0.581472266773827,freq
0.51569595447836,freq
0.605688479706786,freq
