lambda,max_scale,pair,score,length,norm_score
100,1.5,Dark Pink_vs_Orange,3957.1744553733492,146,27.103934625844857
0,1,Dark Pink_vs_Pale Green,2074.5816812822513,130,15.958320625248087
50,1,Dark Pink_vs_Pale Green,2074.5816812822513,130,15.958320625248087
100,1,Dark Pink_vs_Pale Green,2074.5816812822513,130,15.958320625248087
0,1.25,Dark Pink_vs_Pale Green,2064.3602708667777,140,14.74543050619127
50,1.25,Dark Pink_vs_Pale Green,2064.3602708667777,140,14.74543050619127
100,1.25,Dark Pink_vs_Pale Green,2064.3602708667777,140,14.74543050619127
0,1.5,Dark Pink_vs_Pale Green,1956.5455887246706,125,15.652364709797364
50,1.5,Dark Pink_vs_Pale Green,1956.5455887246706,125,15.652364709797364
100,1.5,Dark Pink_vs_Pale Green,1956.5455887246706,125,15.652364709797364
0,1,Orange_vs_Pale Green,4456.885268143972,128,34.81941615737478
50,1,Orange_vs_Pale Green,4456.885268143972,128,34.81941615737478
100,1,Orange_vs_Pale Green,4456.885268143972,128,34.81941615737478
0,1.25,Orange_vs_Pale Green,4162.359726325721,102,40.807448297310984
50,1.25,Orange_vs_Pale Green,4162.359726325721,102,40.807448297310984
100,1.25,Orange_vs_Pale Green,4162.359726325721,102,40.807448297310984
0,1.5,Orange_vs_Pale Green,4304.058387244667,101,42.61443947766997
50,1.5,Orange_vs_Pale Green,4304.058387244667,101,42.61443947766997
100,1.5,Orange_vs_Pale Green,4304.058387244667,101,42.61443947766997
0,1,Blue_vs_Pink,10724.805024404704,100,107.24805024404705
50,1,Blue_vs_Pink,10724.805024404704,100,107.24805024404705
100,1,Blue_vs_Pink,10724.805024404704,100,107.24805024404705
0,1.25,Blue_vs_Pink,10529.274501053507,97,108.54922166034544
50,1.25,Blue_vs_Pink,10529.274501053507,97,108.54922166034544
100,1.25,Blue_vs_Pink,10529.274501053507,97,108.54922166034544
0,1.5,Blue_vs_Pink,10766.210548419323,117,92.01889357623354
50,1.5,Blue_vs_Pink,10766.210548419323,117,92.01889357623354
100,1.5,Blue_vs_Pink,10766.210548419323,117,92.01889357623354
0,1,Blue_vs_Turquoise,2970.8599988754527,68,43.689117630521366
50,1,Blue_vs_Turquoise,2970.8599988754527,68,43.689117630521366
100,1,Blue_vs_Turquoise,2970.8599988754527,68,43.689117630521366
0,1.25,Blue_vs_Turquoise,2747.695138939608,71,38.69993153436068
50,1.25,Blue_vs_Turquoise,2747.695138939608,71,38.69993153436068
100,1.25,Blue_vs_Turquoise,2747.695138939608,71,38.69993153436068
0,1.5,Blue_vs_Turquoise,2682.2191008166164,70,38.31741572595166
50,1.5,Blue_vs_Turquoise,2682.2191008166164,70,38.31741572595166
100,1.5,Blue_vs_Turquoise,2682.2191008166164,70,38.31741572595166
0,1,Blue_vs_White,7170.266723041346,121,59.25840266976319
50,1,Blue_vs_White,7170.266723041346,121,59.25840266976319
100,1,Blue_vs_White,7170.266723041346,121,59.25840266976319
0,1.25,Blue_vs_White,7132.129491683702,147,48.51788769852859
50,1.25,Blue_vs_White,7132.129491683702,147,48.51788769852859
100,1.25,Blue_vs_White,7132.129491683702,147,48.51788769852859
0,1.5,Blue_vs_White,8145.881066330708,178,45.76337677713881
50,1.5,Blue_vs_White,8145.881066330708,178,45.76337677713881
100,1.5,Blue_vs_White,8145.881066330708,178,45.76337677713881
0,1,Blue_vs_Yellow,13668.60969381651,143,95.58468317354203
50,1,Blue_vs_Yellow,13668.60969381651,143,95.58468317354203
100,1,Blue_vs_Yellow,13668.60969381651,143,95.58468317354203
0,1.25,Blue_vs_Yellow,13440.46191699012,134,100.30195460440387
50,1.25,Blue_vs_Yellow,13440.46191699012,134,100.30195460440387
100,1.25,Blue_vs_Yellow,13440.46191699012,134,100.30195460440387
0,1.5,Blue_vs_Yellow,13758.91229807326,154,89.34358635112507
50,1.5,Blue_vs_Yellow,13758.91229807326,154,89.34358635112507
100,1.5,Blue_vs_Yellow,13758.91229807326,154,89.34358635112507
0,1,Blue_vs_Pale Blue,5154.854021104988,91,56.64674748467019
50,1,Blue_vs_Pale Blue,5154.854021104988,91,56.64674748467019
100,1,Blue_vs_Pale Blue,5154.854021104988,91,56.64674748467019
0,1.25,Blue_vs_Pale Blue,5070.575225036645,92,55.1149480982244
50,1.25,Blue_vs_Pale Blue,5070.575225036645,92,55.1149480982244
100,1.25,Blue_vs_Pale Blue,5070.575225036645,92,55.1149480982244
0,1.5,Blue_vs_Pale Blue,5175.894400078027,91,56.87796044041787
50,1.5,Blue_vs_Pale Blue,5175.894400078027,91,56.87796044041787
100,1.5,Blue_vs_Pale Blue,5175.894400078027,91,56.87796044041787
0,1,Blue_vs_Green,5894.985664894636,111,53.10797896301474
50,1,Blue_vs_Green,5894.985664894636,111,53.10797896301474
100,1,Blue_vs_Green,5894.985664894636,111,53.10797896301474
0,1.25,Blue_vs_Green,6097.205128196723,136,44.83239064850532
50,1.25,Blue_vs_Green,6097.205128196723,136,44.83239064850532
100,1.25,Blue_vs_Green,6097.205128196723,136,44.83239064850532
0,1.5,Blue_vs_Green,5871.969416962596,142,41.351897302553496
50,1.5,Blue_vs_Green,5871.969416962596,142,41.351897302553496
100,1.5,Blue_vs_Green,5871.969416962596,142,41.351897302553496
0,1,Blue_vs_Dark Pink,2108.0867875119434,113,18.65563528771631
50,1,Blue_vs_Dark Pink,2108.0867875119434,113,18.65563528771631
100,1,Blue_vs_Dark Pink,2108.0867875119434,113,18.65563528771631
0,1.25,Blue_vs_Dark Pink,2071.842354814431,111,18.66524643976965
50,1.25,Blue_vs_Dark Pink,2071.842354814431,111,18.66524643976965
100,1.25,Blue_vs_Dark Pink,2071.842354814431,111,18.66524643976965
0,1.5,Blue_vs_Dark Pink,2127.7958034982275,129,16.49454111238936
50,1.5,Blue_vs_Dark Pink,2127.7958034982275,129,16.49454111238936
100,1.5,Blue_vs_Dark Pink,2127.7958034982275,129,16.49454111238936
0,1,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
50,1,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
100,1,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
0,1.25,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
50,1.25,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
100,1.25,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
0,1.5,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
50,1.5,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
100,1.5,Blue_vs_Orange,11134.773156408774,123,90.5266110277136
0,1,Blue_vs_Pale Green,2173.213686410086,59,36.83413027813705
50,1,Blue_vs_Pale Green,2173.213686410086,59,36.83413027813705
100,1,Blue_vs_Pale Green,2173.213686410086,59,36.83413027813705
0,1.25,Blue_vs_Pale Green,2067.1072493173874,51,40.531514692497794
50,1.25,Blue_vs_Pale Green,2067.1072493173874,51,40.531514692497794
100,1.25,Blue_vs_Pale Green,2067.1072493173874,51,40.531514692497794
0,1.5,Blue_vs_Pale Green,2230.042686930203,69,32.31945923087251
50,1.5,Blue_vs_Pale Green,2230.042686930203,69,32.31945923087251
100,1.5,Blue_vs_Pale Green,2230.042686930203,69,32.31945923087251
0,1,Pink_vs_Turquoise,4635.0011733989895,113,41.017709499106104
50,1,Pink_vs_Turquoise,4635.0011733989895,113,41.017709499106104
100,1,Pink_vs_Turquoise,4635.0011733989895,113,41.017709499106104
0,1.25,Pink_vs_Turquoise,4433.213919802779,100,44.33213919802779
50,1.25,Pink_vs_Turquoise,4433.213919802779,100,44.33213919802779
100,1.25,Pink_vs_Turquoise,4433.213919802779,100,44.33213919802779
0,1.5,Pink_vs_Turquoise,4433.213919802779,100,44.33213919802779
50,1.5,Pink_vs_Turquoise,4433.213919802779,100,44.33213919802779
100,1.5,Pink_vs_Turquoise,4433.213919802779,100,44.33213919802779
0,1,Pink_vs_White,8128.488914543322,118,68.88549927579086
50,1,Pink_vs_White,8128.488914543322,118,68.88549927579086
100,1,Pink_vs_White,8128.488914543322,118,68.88549927579086
0,1.25,Pink_vs_White,8269.689998764836,118,70.0821186336003
50,1.25,Pink_vs_White,8269.689998764836,118,70.0821186336003
100,1.25,Pink_vs_White,8269.689998764836,118,70.0821186336003
0,1.5,Pink_vs_White,8269.689998764836,118,70.0821186336003
50,1.5,Pink_vs_White,8269.689998764836,118,70.0821186336003
100,1.5,Pink_vs_White,8269.689998764836,118,70.0821186336003
0,1,Pink_vs_Yellow,23120.25063404316,142,162.81866643692368
50,1,Pink_vs_Yellow,23120.25063404316,142,162.81866643692368
100,1,Pink_vs_Yellow,23120.25063404316,142,162.81866643692368
0,1.25,Pink_vs_Yellow,22462.47847504464,135,166.38872944477512
50,1.25,Pink_vs_Yellow,22462.47847504464,135,166.38872944477512
100,1.25,Pink_vs_Yellow,22462.47847504464,135,166.38872944477512
0,1.5,Pink_vs_Yellow,21063.653000185997,141,149.38760993039713
50,1.5,Pink_vs_Yellow,21063.653000185997,141,149.38760993039713
100,1.5,Pink_vs_Yellow,21063.653000185997,141,149.38760993039713
0,1,Pink_vs_Pale Blue,6409.455646165107,84,76.30304340672747
50,1,Pink_vs_Pale Blue,6409.455646165107,84,76.30304340672747
100,1,Pink_vs_Pale Blue,6409.455646165107,84,76.30304340672747
0,1.25,Pink_vs_Pale Blue,6628.282010403875,89,74.47507876858286
50,1.25,Pink_vs_Pale Blue,6628.282010403875,89,74.47507876858286
100,1.25,Pink_vs_Pale Blue,6628.282010403875,89,74.47507876858286
0,1.5,Pink_vs_Pale Blue,7486.451653294671,109,68.6830426907768
50,1.5,Pink_vs_Pale Blue,7486.451653294671,109,68.6830426907768
100,1.5,Pink_vs_Pale Blue,7486.451653294671,109,68.6830426907768
0,1,Pink_vs_Green,11440.857753334165,154,74.29128411255951
50,1,Pink_vs_Green,11440.857753334165,154,74.29128411255951
100,1,Pink_vs_Green,11440.857753334165,154,74.29128411255951
0,1.25,Pink_vs_Green,10617.100587408986,153,69.39281429679076
50,1.25,Pink_vs_Green,10617.100587408986,153,69.39281429679076
100,1.25,Pink_vs_Green,10617.100587408986,153,69.39281429679076
0,1.5,Pink_vs_Green,11083.999914673695,160,69.2749994667106
50,1.5,Pink_vs_Green,11083.999914673695,160,69.2749994667106
100,1.5,Pink_vs_Green,11083.999914673695,160,69.2749994667106
0,1,Pink_vs_Dark Pink,2942.0730219449974,108,27.241416869861087
50,1,Pink_vs_Dark Pink,2942.0730219449974,108,27.241416869861087
100,1,Pink_vs_Dark Pink,2942.0730219449974,108,27.241416869861087
0,1.25,Pink_vs_Dark Pink,3054.6968807594876,113,27.03271575893352
50,1.25,Pink_vs_Dark Pink,3054.6968807594876,113,27.03271575893352
100,1.25,Pink_vs_Dark Pink,3054.6968807594876,113,27.03271575893352
0,1.5,Pink_vs_Dark Pink,3054.6968807594876,113,27.03271575893352
50,1.5,Pink_vs_Dark Pink,3054.6968807594876,113,27.03271575893352
100,1.5,Pink_vs_Dark Pink,3054.6968807594876,113,27.03271575893352
0,1,Pink_vs_Orange,13362.80413168607,125,106.90243305348856
50,1,Pink_vs_Orange,13362.80413168607,125,106.90243305348856
100,1,Pink_vs_Orange,13362.80413168607,125,106.90243305348856
0,1.25,Pink_vs_Orange,13631.428208167708,129,105.66998610982719
50,1.25,Pink_vs_Orange,13631.428208167708,129,105.66998610982719
100,1.25,Pink_vs_Orange,13631.428208167708,129,105.66998610982719
0,1.5,Pink_vs_Orange,13437.062379176958,124,108.36340628368514
50,1.5,Pink_vs_Orange,13437.062379176958,124,108.36340628368514
100,1.5,Pink_vs_Orange,13437.062379176958,124,108.36340628368514
0,1,Pink_vs_Pale Green,4244.525849117884,100,42.44525849117884
50,1,Pink_vs_Pale Green,4244.525849117884,100,42.44525849117884
100,1,Pink_vs_Pale Green,4244.525849117884,100,42.44525849117884
0,1.25,Pink_vs_Pale Green,4170.036486746563,117,35.64133749356037
50,1.25,Pink_vs_Pale Green,4170.036486746563,117,35.64133749356037
100,1.25,Pink_vs_Pale Green,4170.036486746563,117,35.64133749356037
0,1.5,Pink_vs_Pale Green,4593.3063140004615,131,35.06340697710276
50,1.5,Pink_vs_Pale Green,4593.3063140004615,131,35.06340697710276
100,1.5,Pink_vs_Pale Green,4593.3063140004615,131,35.06340697710276
0,1,Turquoise_vs_White,5749.293227598505,154,37.3330729064838
50,1,Turquoise_vs_White,5749.293227598505,154,37.3330729064838
100,1,Turquoise_vs_White,5749.293227598505,154,37.3330729064838
0,1.25,Turquoise_vs_White,5833.930001922126,179,32.591787720235345
50,1.25,Turquoise_vs_White,5833.930001922126,179,32.591787720235345
100,1.25,Turquoise_vs_White,5833.930001922126,179,32.591787720235345
0,1.5,Turquoise_vs_White,5426.389234848525,176,30.831757016184802
50,1.5,Turquoise_vs_White,5426.389234848525,176,30.831757016184802
100,1.5,Turquoise_vs_White,5426.389234848525,176,30.831757016184802
0,1,Turquoise_vs_Yellow,5507.633353781717,126,43.711375823664426
50,1,Turquoise_vs_Yellow,5507.633353781717,126,43.711375823664426
100,1,Turquoise_vs_Yellow,5507.633353781717,126,43.711375823664426
0,1.25,Turquoise_vs_Yellow,5507.633353781717,126,43.711375823664426
50,1.25,Turquoise_vs_Yellow,5507.633353781717,126,43.711375823664426
100,1.25,Turquoise_vs_Yellow,5507.633353781717,126,43.711375823664426
0,1.5,Turquoise_vs_Yellow,5157.676636959493,116,44.46272962896115
50,1.5,Turquoise_vs_Yellow,5157.676636959493,116,44.46272962896115
100,1.5,Turquoise_vs_Yellow,5157.676636959493,116,44.46272962896115
0,1,Turquoise_vs_Pale Blue,3309.0392627824262,80,41.36299078478033
50,1,Turquoise_vs_Pale Blue,3309.0392627824262,80,41.36299078478033
100,1,Turquoise_vs_Pale Blue,3309.0392627824262,80,41.36299078478033
0,1.25,Turquoise_vs_Pale Blue,3403.7499428290657,94,36.2101057747773
50,1.25,Turquoise_vs_Pale Blue,3403.7499428290657,94,36.2101057747773
100,1.25,Turquoise_vs_Pale Blue,3403.7499428290657,94,36.2101057747773
0,1.5,Turquoise_vs_Pale Blue,3081.520877766619,81,38.04346762674838
50,1.5,Turquoise_vs_Pale Blue,3081.520877766619,81,38.04346762674838
100,1.5,Turquoise_vs_Pale Blue,3081.520877766619,81,38.04346762674838
0,1,Turquoise_vs_Green,3829.257731674686,109,35.13080487774941
50,1,Turquoise_vs_Green,3829.257731674686,109,35.13080487774941
100,1,Turquoise_vs_Green,3829.257731674686,109,35.13080487774941
0,1.25,Turquoise_vs_Green,3707.4486616507093,103,35.994647200492324
50,1.25,Turquoise_vs_Green,3707.4486616507093,103,35.994647200492324
100,1.25,Turquoise_vs_Green,3707.4486616507093,103,35.994647200492324
0,1.5,Turquoise_vs_Green,4118.306243448238,95,43.35059203629724
50,1.5,Turquoise_vs_Green,4118.306243448238,95,43.35059203629724
100,1.5,Turquoise_vs_Green,4118.306243448238,95,43.35059203629724
0,1,Turquoise_vs_Dark Pink,3205.194998169526,107,29.95509344083669
50,1,Turquoise_vs_Dark Pink,3205.194998169526,107,29.95509344083669
100,1,Turquoise_vs_Dark Pink,3205.194998169526,107,29.95509344083669
0,1.25,Turquoise_vs_Dark Pink,3205.194998169526,107,29.95509344083669
50,1.25,Turquoise_vs_Dark Pink,3205.194998169526,107,29.95509344083669
100,1.25,Turquoise_vs_Dark Pink,3205.194998169526,107,29.95509344083669
0,1.5,Turquoise_vs_Dark Pink,3773.415511857449,151,24.989506701042707
50,1.5,Turquoise_vs_Dark Pink,3773.415511857449,151,24.989506701042707
100,1.5,Turquoise_vs_Dark Pink,3773.415511857449,151,24.989506701042707
0,1,Turquoise_vs_Orange,5083.589127267212,131,38.80602387226879
50,1,Turquoise_vs_Orange,5083.589127267212,131,38.80602387226879
100,1,Turquoise_vs_Orange,5083.589127267212,131,38.80602387226879
0,1.25,Turquoise_vs_Orange,4171.871179557195,91,45.844738236892255
50,1.25,Turquoise_vs_Orange,4171.871179557195,91,45.844738236892255
100,1.25,Turquoise_vs_Orange,4171.871179557195,91,45.844738236892255
0,1.5,Turquoise_vs_Orange,4527.01219923057,98,46.194002032965
50,1.5,Turquoise_vs_Orange,4527.01219923057,98,46.194002032965
100,1.5,Turquoise_vs_Orange,4527.01219923057,98,46.194002032965
0,1,Turquoise_vs_Pale Green,2912.513876768922,75,38.83351835691896
50,1,Turquoise_vs_Pale Green,2912.513876768922,75,38.83351835691896
100,1,Turquoise_vs_Pale Green,2912.513876768922,75,38.83351835691896
0,1.25,Turquoise_vs_Pale Green,2957.485163995976,73,40.513495397205155
50,1.25,Turquoise_vs_Pale Green,2957.485163995976,73,40.513495397205155
100,1.25,Turquoise_vs_Pale Green,2957.485163995976,73,40.513495397205155
0,1.5,Turquoise_vs_Pale Green,2575.9657739335594,57,45.19238199883438
50,1.5,Turquoise_vs_Pale Green,2575.9657739335594,57,45.19238199883438
100,1.5,Turquoise_vs_Pale Green,2575.9657739335594,57,45.19238199883438
0,1,White_vs_Yellow,10020.19872441889,126,79.52538670173722
50,1,White_vs_Yellow,10020.19872441889,126,79.52538670173722
100,1,White_vs_Yellow,10020.19872441889,126,79.52538670173722
0,1.25,White_vs_Yellow,10177.621031455004,148,68.76770967199327
50,1.25,White_vs_Yellow,10177.621031455004,148,68.76770967199327
100,1.25,White_vs_Yellow,10177.621031455004,148,68.76770967199327
0,1.5,White_vs_Yellow,10766.262396858367,182,59.15528789482619
50,1.5,White_vs_Yellow,10766.262396858367,182,59.15528789482619
100,1.5,White_vs_Yellow,10766.262396858367,182,59.15528789482619
0,1,White_vs_Pale Blue,6176.314874612931,97,63.67334922281372
50,1,White_vs_Pale Blue,6176.314874612931,97,63.67334922281372
100,1,White_vs_Pale Blue,6176.314874612931,97,63.67334922281372
0,1.25,White_vs_Pale Blue,6176.314874612931,97,63.67334922281372
50,1.25,White_vs_Pale Blue,6176.314874612931,97,63.67334922281372
100,1.25,White_vs_Pale Blue,6176.314874612931,97,63.67334922281372
0,1.5,White_vs_Pale Blue,6111.150850954903,95,64.32790369426213
50,1.5,White_vs_Pale Blue,6111.150850954903,95,64.32790369426213
100,1.5,White_vs_Pale Blue,6111.150850954903,95,64.32790369426213
0,1,White_vs_Green,7050.572035247365,98,71.94461260456495
50,1,White_vs_Green,7050.572035247365,98,71.94461260456495
100,1,White_vs_Green,7050.572035247365,98,71.94461260456495
0,1.25,White_vs_Green,7042.246187241377,117,60.1901383524904
50,1.25,White_vs_Green,7042.246187241377,117,60.1901383524904
100,1.25,White_vs_Green,7042.246187241377,117,60.1901383524904
0,1.5,White_vs_Green,7345.30105371243,136,54.00956657141493
50,1.5,White_vs_Green,7345.30105371243,136,54.00956657141493
100,1.5,White_vs_Green,7345.30105371243,136,54.00956657141493
0,1,White_vs_Dark Pink,3755.872829048831,167,22.490256461370247
50,1,White_vs_Dark Pink,3755.872829048831,167,22.490256461370247
100,1,White_vs_Dark Pink,3755.872829048831,167,22.490256461370247
0,1.25,White_vs_Dark Pink,3755.872829048831,167,22.490256461370247
50,1.25,White_vs_Dark Pink,3755.872829048831,167,22.490256461370247
100,1.25,White_vs_Dark Pink,3755.872829048831,167,22.490256461370247
0,1.5,White_vs_Dark Pink,3643.3866419654073,140,26.02419029975291
50,1.5,White_vs_Dark Pink,3643.3866419654073,140,26.02419029975291
100,1.5,White_vs_Dark Pink,3643.3866419654073,140,26.02419029975291
0,1,White_vs_Orange,9445.10931384753,197,47.944717329175276
50,1,White_vs_Orange,9445.10931384753,197,47.944717329175276
100,1,White_vs_Orange,9445.10931384753,197,47.944717329175276
0,1.25,White_vs_Orange,8770.987562659502,169,51.89933469029291
50,1.25,White_vs_Orange,8770.987562659502,169,51.89933469029291
100,1.25,White_vs_Orange,8770.987562659502,169,51.89933469029291
0,1.5,White_vs_Orange,8770.987562659502,169,51.89933469029291
50,1.5,White_vs_Orange,8770.987562659502,169,51.89933469029291
100,1.5,White_vs_Orange,8770.987562659502,169,51.89933469029291
0,1,White_vs_Pale Green,4733.803195403083,93,50.90110962799014
50,1,White_vs_Pale Green,4733.803195403083,93,50.90110962799014
100,1,White_vs_Pale Green,4733.803195403083,93,50.90110962799014
0,1.25,White_vs_Pale Green,4535.392593733815,91,49.839479052019946
50,1.25,White_vs_Pale Green,4535.392593733815,91,49.839479052019946
100,1.25,White_vs_Pale Green,4535.392593733815,91,49.839479052019946
0,1.5,White_vs_Pale Green,4767.939888242911,108,44.14759155780474
50,1.5,White_vs_Pale Green,4767.939888242911,108,44.14759155780474
100,1.5,White_vs_Pale Green,4767.939888242911,108,44.14759155780474
0,1,Yellow_vs_Pale Blue,9233.871130853278,132,69.9535691731309
50,1,Yellow_vs_Pale Blue,9233.871130853278,132,69.9535691731309
100,1,Yellow_vs_Pale Blue,9233.871130853278,132,69.9535691731309
0,1.25,Yellow_vs_Pale Blue,9536.014889561013,133,71.69936007188731
50,1.25,Yellow_vs_Pale Blue,9536.014889561013,133,71.69936007188731
100,1.25,Yellow_vs_Pale Blue,9536.014889561013,133,71.69936007188731
0,1.5,Yellow_vs_Pale Blue,9364.948023750336,130,72.03806172115642
50,1.5,Yellow_vs_Pale Blue,9364.948023750336,130,72.03806172115642
100,1.5,Yellow_vs_Pale Blue,9364.948023750336,130,72.03806172115642
0,1,Yellow_vs_Green,11191.065171753176,130,86.08511670579367
50,1,Yellow_vs_Green,11191.065171753176,130,86.08511670579367
100,1,Yellow_vs_Green,11191.065171753176,130,86.08511670579367
0,1.25,Yellow_vs_Green,11804.072506641018,165,71.53983337358193
50,1.25,Yellow_vs_Green,11804.072506641018,165,71.53983337358193
100,1.25,Yellow_vs_Green,11804.072506641018,165,71.53983337358193
0,1.5,Yellow_vs_Green,12288.188129269502,166,74.02522969439458
50,1.5,Yellow_vs_Green,12288.188129269502,166,74.02522969439458
100,1.5,Yellow_vs_Green,12288.188129269502,166,74.02522969439458
0,1,Yellow_vs_Dark Pink,4636.102423256297,175,26.49201384717884
50,1,Yellow_vs_Dark Pink,4636.102423256297,175,26.49201384717884
100,1,Yellow_vs_Dark Pink,4636.102423256297,175,26.49201384717884
0,1.25,Yellow_vs_Dark Pink,4636.102423256297,175,26.49201384717884
50,1.25,Yellow_vs_Dark Pink,4636.102423256297,175,26.49201384717884
100,1.25,Yellow_vs_Dark Pink,4636.102423256297,175,26.49201384717884
0,1.5,Yellow_vs_Dark Pink,4322.564181635751,185,23.365211792625683
50,1.5,Yellow_vs_Dark Pink,4322.564181635751,185,23.365211792625683
100,1.5,Yellow_vs_Dark Pink,4322.564181635751,185,23.365211792625683
0,1,Yellow_vs_Orange,14659.932289198443,120,122.16610240998702
50,1,Yellow_vs_Orange,14659.932289198443,120,122.16610240998702
100,1,Yellow_vs_Orange,14659.932289198443,120,122.16610240998702
0,1.25,Yellow_vs_Orange,14659.932289198443,120,122.16610240998702
50,1.25,Yellow_vs_Orange,14659.932289198443,120,122.16610240998702
100,1.25,Yellow_vs_Orange,14659.932289198443,120,122.16610240998702
0,1.5,Yellow_vs_Orange,14686.754089616174,156,94.14585954882162
50,1.5,Yellow_vs_Orange,14686.754089616174,156,94.14585954882162
100,1.5,Yellow_vs_Orange,14686.754089616174,156,94.14585954882162
0,1,Yellow_vs_Pale Green,5177.747825462058,117,44.25425491847913
50,1,Yellow_vs_Pale Green,5177.747825462058,117,44.25425491847913
100,1,Yellow_vs_Pale Green,5177.747825462058,117,44.25425491847913
0,1.25,Yellow_vs_Pale Green,5153.031563100404,113,45.60204923097703
50,1.25,Yellow_vs_Pale Green,5153.031563100404,113,45.60204923097703
100,1.25,Yellow_vs_Pale Green,5153.031563100404,113,45.60204923097703
0,1.5,Yellow_vs_Pale Green,5227.3675553480525,126,41.48704409006391
50,1.5,Yellow_vs_Pale Green,5227.3675553480525,126,41.48704409006391
100,1.5,Yellow_vs_Pale Green,5227.3675553480525,126,41.48704409006391
0,1,Pale Blue_vs_Green,5149.536570896597,69,74.63096479560286
50,1,Pale Blue_vs_Green,5149.536570896597,69,74.63096479560286
100,1,Pale Blue_vs_Green,5149.536570896597,69,74.63096479560286
0,1.25,Pale Blue_vs_Green,5296.034746906023,68,77.88286392508859
50,1.25,Pale Blue_vs_Green,5296.034746906023,68,77.88286392508859
100,1.25,Pale Blue_vs_Green,5296.034746906023,68,77.88286392508859
0,1.5,Pale Blue_vs_Green,6366.787919752063,100,63.667879197520634
50,1.5,Pale Blue_vs_Green,6366.787919752063,100,63.667879197520634
100,1.5,Pale Blue_vs_Green,6366.787919752063,100,63.667879197520634
0,1,Pale Blue_vs_Dark Pink,1987.4249253787448,103,19.29538762503636
50,1,Pale Blue_vs_Dark Pink,1987.4249253787448,103,19.29538762503636
100,1,Pale Blue_vs_Dark Pink,1987.4249253787448,103,19.29538762503636
0,1.25,Pale Blue_vs_Dark Pink,1987.4249253787448,103,19.29538762503636
50,1.25,Pale Blue_vs_Dark Pink,1987.4249253787448,103,19.29538762503636
100,1.25,Pale Blue_vs_Dark Pink,1987.4249253787448,103,19.29538762503636
0,1.5,Pale Blue_vs_Dark Pink,2267.444524414645,124,18.28584293882778
50,1.5,Pale Blue_vs_Dark Pink,2267.444524414645,124,18.28584293882778
100,1.5,Pale Blue_vs_Dark Pink,2267.444524414645,124,18.28584293882778
0,1,Pale Blue_vs_Orange,7249.417409487006,87,83.32663689065524
50,1,Pale Blue_vs_Orange,7249.417409487006,87,83.32663689065524
100,1,Pale Blue_vs_Orange,7249.417409487006,87,83.32663689065524
0,1.25,Pale Blue_vs_Orange,7152.505993976454,89,80.36523588737589
50,1.25,Pale Blue_vs_Orange,7152.505993976454,89,80.36523588737589
100,1.25,Pale Blue_vs_Orange,7152.505993976454,89,80.36523588737589
0,1.5,Pale Blue_vs_Orange,8418.487356490483,113,74.49988811053525
50,1.5,Pale Blue_vs_Orange,8418.487356490483,113,74.49988811053525
100,1.5,Pale Blue_vs_Orange,8418.487356490483,113,74.49988811053525
0,1,Pale Blue_vs_Pale Green,2439.7832486792854,66,36.966412858777055
50,1,Pale Blue_vs_Pale Green,2439.7832486792854,66,36.966412858777055
100,1,Pale Blue_vs_Pale Green,2439.7832486792854,66,36.966412858777055
0,1.25,Pale Blue_vs_Pale Green,2376.3036269687145,53,44.83591748997575
50,1.25,Pale Blue_vs_Pale Green,2376.3036269687145,53,44.83591748997575
100,1.25,Pale Blue_vs_Pale Green,2376.3036269687145,53,44.83591748997575
0,1.5,Pale Blue_vs_Pale Green,2376.3036269687145,53,44.83591748997575
50,1.5,Pale Blue_vs_Pale Green,2376.3036269687145,53,44.83591748997575
100,1.5,Pale Blue_vs_Pale Green,2376.3036269687145,53,44.83591748997575
0,1,Green_vs_Dark Pink,2598.1516143352756,131,19.833218430040272
50,1,Green_vs_Dark Pink,2598.1516143352756,131,19.833218430040272
100,1,Green_vs_Dark Pink,2598.1516143352756,131,19.833218430040272
0,1.25,Green_vs_Dark Pink,2526.0938961052466,110,22.964489964593152
50,1.25,Green_vs_Dark Pink,2526.0938961052466,110,22.964489964593152
100,1.25,Green_vs_Dark Pink,2526.0938961052466,110,22.964489964593152
0,1.5,Green_vs_Dark Pink,2526.0938961052466,110,22.964489964593152
50,1.5,Green_vs_Dark Pink,2526.0938961052466,110,22.964489964593152
100,1.5,Green_vs_Dark Pink,2526.0938961052466,110,22.964489964593152
0,1,Green_vs_Orange,10401.096079267414,124,83.87980709086624
50,1,Green_vs_Orange,10401.096079267414,124,83.87980709086624
100,1,Green_vs_Orange,10401.096079267414,124,83.87980709086624
0,1.25,Green_vs_Orange,10401.096079267414,124,83.87980709086624
50,1.25,Green_vs_Orange,10401.096079267414,124,83.87980709086624
100,1.25,Green_vs_Orange,10401.096079267414,124,83.87980709086624
0,1.5,Green_vs_Orange,10576.129558564355,138,76.63861998959678
