wminus,pair,score,length,norm_score
4,Pale Blue_vs_Orange,8871.949100986538,113,78.51282390253573
5,Pale Blue_vs_Orange,8513.882814157403,86,98.99863737392329
0,Pale Blue_vs_Pale Green,2704.261810444689,70,38.63231157778127
1,Pale Blue_vs_Pale Green,2700.7280252976057,72,37.510111462466746
2,Pale Blue_vs_Pale Green,2806.744262514991,68,41.275650919338105
3,Pale Blue_vs_Pale Green,2649.4272271258014,62,42.73269721170647
4,Pale Blue_vs_Pale Green,2822.366094844585,68,41.50538374771448
5,Pale Blue_vs_Pale Green,2970.0490490183233,74,40.13579795970707
0,Green_vs_Dark Pink,2019.4399602052601,89,22.690336631519777
1,Green_vs_Dark Pink,2011.4584818344304,85,23.664217433346238
2,Green_vs_Dark Pink,2015.9098485408113,86,23.440812192335013
3,Green_vs_Dark Pink,2038.304916393685,91,22.39895512520533
4,Green_vs_Dark Pink,1989.666964237337,89,22.35580858693637
5,Green_vs_Dark Pink,2156.468378509152,95,22.6996671422016
0,Green_vs_Orange,9008.929256615356,94,95.83967294271656
1,Green_vs_Orange,8970.217333647606,112,80.0912261932822
2,Green_vs_Orange,9022.965494465067,106,85.12231598551949
3,Green_vs_Orange,9026.489273818472,94,96.02648163636673
4,Green_vs_Orange,9455.846643256427,104,90.92160233900411
5,Green_vs_Orange,9415.593798301215,96,98.07910206563766
0,Green_vs_Pale Green,2359.5874133441057,63,37.453768465779454
1,Green_vs_Pale Green,2330.453535059744,64,36.4133364853085
2,Green_vs_Pale Green,2347.1120804734064,66,35.56230424959707
3,Green_vs_Pale Green,2400.494133944883,67,35.828270655893775
4,Green_vs_Pale Green,2517.01455293629,74,34.013710174814726
5,Green_vs_Pale Green,2503.115854400889,70,35.758797920012704
0,Dark Pink_vs_Orange,3005.183972099116,108,27.82577751943626
1,Dark Pink_vs_Orange,3016.260568427959,104,29.00250546565345
2,Dark Pink_vs_Orange,2848.596231911019,91,31.303255295725485
3,Dark Pink_vs_Orange,2975.1206552413005,96,30.990840158763547
4,Dark Pink_vs_Orange,3679.2228619620228,123,29.91238099156116
5,Dark Pink_vs_Orange,3393.757100762435,114,29.769799129495045
0,Dark Pink_vs_Pale Green,1951.5164354293368,91,21.445235554168537
1,Dark Pink_vs_Pale Green,2029.5324058821634,113,17.960463768868703
2,Dark Pink_vs_Pale Green,1853.8088430233424,93,19.933428419605832
3,Dark Pink_vs_Pale Green,1863.1407570156155,93,20.03377158081307
4,Dark Pink_vs_Pale Green,2000.1321995998157,114,17.545019294735226
5,Dark Pink_vs_Pale Green,1917.49817876237,93,20.61825998669215
0,Orange_vs_Pale Green,3764.9149857900547,72,52.29048591375076
1,Orange_vs_Pale Green,3698.911470721031,71,52.097344658042694
2,Orange_vs_Pale Green,3877.271464134776,76,51.01672979124705
3,Orange_vs_Pale Green,3918.6750106507898,78,50.23942321347166
4,Orange_vs_Pale Green,3989.7105095556885,75,53.19614012740918
5,Orange_vs_Pale Green,4072.2143354506793,72,56.55853243681499
0,Blue_vs_Pink,10851.612268171019,94,115.44268370394701
1,Blue_vs_Pink,10391.096517886888,94,110.54357997752008
2,Blue_vs_Pink,10851.645237493829,97,111.87263131436937
3,Blue_vs_Pink,11412.199887112403,100,114.12199887112403
4,Blue_vs_Pink,11228.544812565391,100,112.28544812565391
5,Blue_vs_Pink,11410.177531825611,115,99.21893505935314
0,Blue_vs_Turquoise,2937.0791052515788,55,53.40143827730143
1,Blue_vs_Turquoise,2672.306409164035,47,56.85758317370287
2,Blue_vs_Turquoise,2680.8610351600696,47,57.03959649276744
3,Blue_vs_Turquoise,2881.062103764639,53,54.359662335181866
4,Blue_vs_Turquoise,2946.9638229186767,56,52.62435398069066
5,Blue_vs_Turquoise,2902.922415449318,58,50.050386473264105
0,Blue_vs_White,6377.980369125575,112,56.94625329576406
1,Blue_vs_White,6195.5078660102545,112,55.3170345179487
2,Blue_vs_White,6222.154534041267,110,56.56504121855697
3,Blue_vs_White,6289.81455994187,88,71.47516545388488
4,Blue_vs_White,6556.504712220365,108,60.70837696500338
5,Blue_vs_White,6428.04800319963,93,69.11879573332936
0,Blue_vs_Yellow,15353.338457939613,130,118.10260352261241
1,Blue_vs_Yellow,14930.967447616667,114,130.9733986633041
2,Blue_vs_Yellow,15434.532050743963,127,121.53174843105482
3,Blue_vs_Yellow,15485.250458609116,132,117.31250347431148
4,Blue_vs_Yellow,15797.684529902754,135,117.01988540668707
5,Blue_vs_Yellow,15611.412360990884,119,131.18833916799062
0,Blue_vs_Pale Blue,5311.465092799294,78,68.09570631793967
1,Blue_vs_Pale Blue,5621.686412999818,83,67.73116160240744
2,Blue_vs_Pale Blue,5337.0357542926,84,63.536139932054766
3,Blue_vs_Pale Blue,5563.93908198158,73,76.21834358878877
4,Blue_vs_Pale Blue,5898.488662554943,86,68.5870774715691
5,Blue_vs_Pale Blue,6109.800669930143,76,80.3921140780282
0,Blue_vs_Green,5196.566070446084,74,70.22386581683898
1,Blue_vs_Green,5419.315274937944,82,66.08921066997493
2,Blue_vs_Green,6112.306364814287,84,72.76555196207485
3,Blue_vs_Green,6036.1882020419125,84,71.85938335764182
4,Blue_vs_Green,6093.229240520088,82,74.30767366487912
5,Blue_vs_Green,6035.955789373782,82,73.60921694358271
0,Blue_vs_Dark Pink,2100.1240401082123,101,20.793307327804083
1,Blue_vs_Dark Pink,2075.037664091816,98,21.173853715222613
2,Blue_vs_Dark Pink,2076.9244415747853,98,21.193106546681484
3,Blue_vs_Dark Pink,2114.370619250429,101,20.934362566835933
4,Blue_vs_Dark Pink,2110.9969167560344,101,20.900959571841923
5,Blue_vs_Dark Pink,2099.3224731291693,103,20.38177158377834
0,Blue_vs_Orange,10527.37066516293,107,98.38664173049469
1,Blue_vs_Orange,10353.122082316095,94,110.13959662038398
2,Blue_vs_Orange,10195.229927157901,93,109.6261282490097
3,Blue_vs_Orange,10342.842273179733,83,124.61255750818955
4,Blue_vs_Orange,10466.749651935352,95,110.17631212563528
5,Blue_vs_Orange,10816.5447451941,104,104.00523793455865
0,Blue_vs_Pale Green,2340.388680117646,52,45.007474617647034
1,Blue_vs_Pale Green,2242.0383285486805,50,44.840766570973614
2,Blue_vs_Pale Green,2445.8499888263036,59,41.455084556378026
3,Blue_vs_Pale Green,2572.598452346196,59,43.60336359908807
4,Blue_vs_Pale Green,2353.6232759451304,51,46.149475998924125
5,Blue_vs_Pale Green,2394.638653783786,50,47.89277307567572
0,Pink_vs_Turquoise,3957.9356845545426,73,54.218297048692364
1,Pink_vs_Turquoise,4145.948788224547,86,48.20870683982031
2,Pink_vs_Turquoise,4381.992581300835,74,59.21611596352479
3,Pink_vs_Turquoise,4546.043079645889,77,59.03952051488167
4,Pink_vs_Turquoise,4781.018094841111,80,59.762726185513884
5,Pink_vs_Turquoise,4725.432200073262,81,58.33866913670693
0,Pink_vs_White,7659.429253727412,111,69.0038671506974
1,Pink_vs_White,7695.130280891093,95,81.00137137780098
2,Pink_vs_White,8255.276909587457,112,73.70782954988802
3,Pink_vs_White,8017.561329771451,95,84.39538241864685
4,Pink_vs_White,8257.015231059226,113,73.07093124831174
5,Pink_vs_White,8357.46828398053,110,75.976984399823
0,Pink_vs_Yellow,24180.200582034027,130,186.00154293872328
1,Pink_vs_Yellow,24306.537875855123,133,182.75592387860996
2,Pink_vs_Yellow,24744.98736894525,142,174.2604744291919
3,Pink_vs_Yellow,24359.33242113492,126,193.3280350883724
4,Pink_vs_Yellow,24665.806894221456,135,182.7096806979367
5,Pink_vs_Yellow,25003.94767807058,143,174.85278096552852
0,Pink_vs_Pale Blue,7580.759661673997,86,88.14836815899996
1,Pink_vs_Pale Blue,7743.0400757050775,89,87.0004502888211
2,Pink_vs_Pale Blue,7813.133651966825,97,80.54776960790541
3,Pink_vs_Pale Blue,7653.875912565198,91,84.10852651170546
4,Pink_vs_Pale Blue,7846.289423732553,93,84.3687034809952
5,Pink_vs_Pale Blue,8191.684911434129,91,90.01851551026516
0,Pink_vs_Green,8832.473644295043,113,78.16348357783224
1,Pink_vs_Green,9110.611716925716,110,82.82374288114288
2,Pink_vs_Green,9007.195270266438,111,81.14590333573368
3,Pink_vs_Green,9302.979552021361,116,80.19809958639104
4,Pink_vs_Green,9206.434786397444,111,82.9408539315085
5,Pink_vs_Green,9190.539684654885,116,79.2287903849559
0,Pink_vs_Dark Pink,3026.8809895052464,110,27.51709990459315
1,Pink_vs_Dark Pink,3146.8215913549325,112,28.096621351383327
2,Pink_vs_Dark Pink,3293.761051565087,116,28.394491823836958
3,Pink_vs_Dark Pink,3301.017143805218,118,27.974721557671337
4,Pink_vs_Dark Pink,3377.0767049591946,122,27.680956598026185
5,Pink_vs_Dark Pink,3256.445723457435,115,28.31691933441248
0,Pink_vs_Orange,13351.003615027501,101,132.1881546042327
1,Pink_vs_Orange,13400.821155802745,105,127.62686815050233
2,Pink_vs_Orange,13759.268876551272,109,126.23182455551625
3,Pink_vs_Orange,13565.343863097913,99,137.0236753848274
4,Pink_vs_Orange,14085.666503418026,93,151.45877960664544
5,Pink_vs_Orange,14445.89098106239,106,136.28199038738103
0,Pink_vs_Pale Green,4429.678474690847,112,39.55070066688256
1,Pink_vs_Pale Green,4351.6326159082155,109,39.92323500833225
2,Pink_vs_Pale Green,4477.408647359977,100,44.77408647359977
3,Pink_vs_Pale Green,4571.809010307481,109,41.94320192942643
4,Pink_vs_Pale Green,4544.004570585825,106,42.86796764703608
5,Pink_vs_Pale Green,4414.299749201157,90,49.04777499112397
0,Turquoise_vs_White,4463.935390566326,84,53.142087982932445
1,Turquoise_vs_White,4490.0992289659725,90,49.88999143295525
2,Turquoise_vs_White,4484.931444534115,91,49.28496092894632
3,Turquoise_vs_White,4474.2016451182235,86,52.025600524630505
4,Turquoise_vs_White,4808.740504870342,95,50.61832110389834
5,Turquoise_vs_White,4553.393681162743,80,56.917421014534284
0,Turquoise_vs_Yellow,5865.140955302368,109,53.808632617452915
1,Turquoise_vs_Yellow,6085.416910061551,125,48.68333528049241
2,Turquoise_vs_Yellow,5883.174155645273,107,54.98293603406797
3,Turquoise_vs_Yellow,5770.925784724751,107,53.933885838549074
4,Turquoise_vs_Yellow,5676.969059575178,110,51.60880963250162
5,Turquoise_vs_Yellow,5667.195972353259,110,51.51996338502963
0,Turquoise_vs_Pale Blue,3453.265821949191,66,52.32220942347259
1,Turquoise_vs_Pale Blue,3555.4600624863833,65,54.69938557671359
2,Turquoise_vs_Pale Blue,3652.3712948151556,66,55.33895901235084
3,Turquoise_vs_Pale Blue,3730.664578985112,76,49.087691828751474
4,Turquoise_vs_Pale Blue,3948.1237398062717,81,48.74226839267002
5,Turquoise_vs_Pale Blue,3823.888203018871,65,58.8290492772134
0,Turquoise_vs_Green,3043.5761836868096,58,52.47545144287603
1,Turquoise_vs_Green,3087.3796315076456,58,53.23068330185596
2,Turquoise_vs_Green,3009.675926810414,58,51.89096425535196
3,Turquoise_vs_Green,3034.7888759958028,58,52.32394613785867
4,Turquoise_vs_Green,3148.463006078463,63,49.97560327108671
5,Turquoise_vs_Green,3596.747285799076,67,53.682795310433974
0,Turquoise_vs_Dark Pink,2644.690276835597,101,26.185052245897
1,Turquoise_vs_Dark Pink,2741.437943977761,101,27.14294994037387
2,Turquoise_vs_Dark Pink,2670.765426524452,101,26.443222044796553
3,Turquoise_vs_Dark Pink,2713.0224094198625,101,26.861608014058046
4,Turquoise_vs_Dark Pink,2878.8414557535752,110,26.171285961396137
5,Turquoise_vs_Dark Pink,2975.69309998179,121,24.59250495852719
0,Turquoise_vs_Orange,4150.466402613409,78,53.21110772581293
1,Turquoise_vs_Orange,4826.859405765868,102,47.322151036920275
2,Turquoise_vs_Orange,4498.48596210258,87,51.70673519658138
3,Turquoise_vs_Orange,4934.39213977713,98,50.35094020180745
4,Turquoise_vs_Orange,5246.5789236738865,104,50.44787426609506
5,Turquoise_vs_Orange,5184.431635985108,96,54.00449620817821
0,Turquoise_vs_Pale Green,2676.682678517966,50,53.53365357035932
1,Turquoise_vs_Pale Green,2681.4698687079567,50,53.62939737415913
2,Turquoise_vs_Pale Green,2674.3169566065326,50,53.48633913213065
3,Turquoise_vs_Pale Green,2788.158726060863,52,53.618437039631985
4,Turquoise_vs_Pale Green,3122.9590377495324,57,54.78875504823741
5,Turquoise_vs_Pale Green,3170.2287402617417,55,57.64052255021348
0,White_vs_Yellow,10797.411046022906,130,83.05700804633004
1,White_vs_Yellow,10606.093950548466,130,81.58533808114204
2,White_vs_Yellow,10969.392528575605,123,89.18205307785044
3,White_vs_Yellow,10874.555719879836,122,89.13570262196586
4,White_vs_Yellow,11321.496306996047,133,85.12403238342893
5,White_vs_Yellow,11141.948830600519,125,89.13559064480415
0,White_vs_Pale Blue,7558.749952374765,105,71.98809478452156
1,White_vs_Pale Blue,7586.741221136129,116,65.40294156151835
2,White_vs_Pale Blue,7784.405573200465,108,72.07782938148578
3,White_vs_Pale Blue,7712.057764305508,104,74.15440157986065
4,White_vs_Pale Blue,8005.199933958922,107,74.8149526538217
5,White_vs_Pale Blue,8388.088136303026,120,69.90073446919187
0,White_vs_Green,6727.310215964662,108,62.28990940708021
1,White_vs_Green,7294.964011454819,107,68.1772337519142
2,White_vs_Green,7007.449697717406,108,64.8837934973834
3,White_vs_Green,7204.075367439833,111,64.90157988684534
4,White_vs_Green,7173.381636263587,125,57.387053090108694
5,White_vs_Green,7310.429531734535,112,65.27169224762977
0,White_vs_Dark Pink,2749.169334391706,101,27.21949836031392
1,White_vs_Dark Pink,2766.6250646383796,104,26.602164083061343
2,White_vs_Dark Pink,2789.4598805949345,98,28.463876332601373
3,White_vs_Dark Pink,2749.3493346888663,101,27.221280541473924
4,White_vs_Dark Pink,2642.1530933739027,92,28.71905536275981
5,White_vs_Dark Pink,3047.0173431945063,121,25.181961514004186
0,White_vs_Orange,7669.884148053391,112,68.48110846476241
1,White_vs_Orange,7642.814804747772,101,75.67143371037398
2,White_vs_Orange,7704.404336359866,112,68.78932443178452
3,White_vs_Orange,7943.130758913559,108,73.5475070269774
4,White_vs_Orange,7960.930655319084,108,73.71232088258411
5,White_vs_Orange,7977.863385131708,107,74.55947088908138
0,White_vs_Pale Green,5010.500592377107,125,40.084004739016855
1,White_vs_Pale Green,4847.227839990179,121,40.059734214794865
2,White_vs_Pale Green,5001.949843552865,110,45.47227130502604
3,White_vs_Pale Green,4807.7870320107795,91,52.83282452759099
4,White_vs_Pale Green,4994.776767495177,97,51.492543994795646
5,White_vs_Pale Green,4868.936161851517,94,51.79719321118635
0,Yellow_vs_Pale Blue,10496.953953686338,122,86.04060617775687
1,Yellow_vs_Pale Blue,10411.390677372612,125,83.2911254189809
2,Yellow_vs_Pale Blue,10773.59115837501,125,86.18872926700007
3,Yellow_vs_Pale Blue,10768.670092955717,126,85.46563565837872
4,Yellow_vs_Pale Blue,10867.751635150358,128,84.90430964961217
5,Yellow_vs_Pale Blue,12090.242576692992,156,77.50155497880122
0,Yellow_vs_Green,12801.543110753097,120,106.67952592294247
1,Yellow_vs_Green,12961.434877489835,121,107.11929650818045
2,Yellow_vs_Green,12843.04487722402,134,95.84361848674642
3,Yellow_vs_Green,13192.087686366434,124,106.38780392230996
4,Yellow_vs_Green,12096.77579608136,109,110.97959445946202
5,Yellow_vs_Green,11921.825738183816,104,114.632939790229
0,Yellow_vs_Dark Pink,3504.2893649112166,107,32.75036789636651
1,Yellow_vs_Dark Pink,3492.8863423343614,105,33.265584212708205
2,Yellow_vs_Dark Pink,3464.7342993311768,107,32.38069438627268
3,Yellow_vs_Dark Pink,3445.520573296337,105,32.8144816504413
4,Yellow_vs_Dark Pink,3651.5451727847067,113,32.31455905119209
5,Yellow_vs_Dark Pink,3800.0770208120803,126,30.15934143501651
0,Yellow_vs_Orange,16735.315233902667,122,137.17471503198908
1,Yellow_vs_Orange,17207.35073244524,122,141.0438584626659
2,Yellow_vs_Orange,17586.419236278853,127,138.47574201794373
3,Yellow_vs_Orange,17575.598553328324,125,140.60478842662658
4,Yellow_vs_Orange,17855.090916565205,123,145.16334078508297
5,Yellow_vs_Orange,17519.340398077704,125,140.15472318462164
0,Yellow_vs_Pale Green,5956.839987837659,116,51.35206886066947
1,Yellow_vs_Pale Green,6182.475075118069,134,46.137873694910965
2,Yellow_vs_Pale Green,6129.070815191211,118,51.941278094840776
3,Yellow_vs_Pale Green,5947.720673906107,124,47.96548930569441
4,Yellow_vs_Pale Green,6018.726937329836,108,55.728953123424404
5,Yellow_vs_Pale Green,6122.892633094709,127,48.21175301649377
0,Pale Blue_vs_Green,5569.458704182862,84,66.30307981170074
1,Pale Blue_vs_Green,5591.870422174394,81,69.03543731079499
2,Pale Blue_vs_Green,5695.582189798311,79,72.09597708605457
3,Pale Blue_vs_Green,5914.039166025739,81,73.01282921019431
4,Pale Blue_vs_Green,6157.689475046149,86,71.60104040751335
5,Pale Blue_vs_Green,6171.235474294206,93,66.35737069133555
0,Pale Blue_vs_Dark Pink,2277.0570189979053,110,20.700518354526412
1,Pale Blue_vs_Dark Pink,2334.402145514127,110,21.221837686492062
2,Pale Blue_vs_Dark Pink,2324.8453168103474,116,20.041769972502994
3,Pale Blue_vs_Dark Pink,2391.5407790111753,114,20.978427886062942
4,Pale Blue_vs_Dark Pink,2299.8804460389406,119,19.32672643730202
5,Pale Blue_vs_Dark Pink,2354.0406106110413,106,22.20793028878341
0,Pale Blue_vs_Orange,7728.357905359959,90,85.87064339288843
1,Pale Blue_vs_Orange,7812.006707351504,85,91.90596126295887
2,Pale Blue_vs_Orange,8357.923195226154,101,82.75171480421935
3,Pale Blue_vs_Orange,8486.757935167234,102,83.20350916830621
4,Pale Blue_vs_Orange,8273.723412133939,93,88.96476787240795
5,Pale Blue_vs_Orange,8716.925532336505,102,85.46005423859319
0,Pale Blue_vs_Pale Green,2423.7174990391836,58,41.78823274205489
1,Pale Blue_vs_Pale Green,2523.077614891139,59,42.764027371036256
2,Pale Blue_vs_Pale Green,2444.134381416365,49,49.88029349829316
3,Pale Blue_vs_Pale Green,2559.6014773583747,56,45.707169238542406
4,Pale Blue_vs_Pale Green,2808.6229409935463,73,38.47428686292529
5,Pale Blue_vs_Pale Green,2990.783731513999,70,42.72548187877142
0,Green_vs_Dark Pink,1960.1223221305204,89,22.023846316073264
1,Green_vs_Dark Pink,2081.5386530612604,93,22.382136054422155
2,Green_vs_Dark Pink,1984.8049010535017,92,21.57396631579893
3,Green_vs_Dark Pink,2075.1877622116917,90,23.05764180235213
4,Green_vs_Dark Pink,2051.2644007700237,88,23.309822736022998
5,Green_vs_Dark Pink,2306.2904825235046,107,21.554116659098174
0,Green_vs_Orange,8687.252165140088,86,101.01456005976846
1,Green_vs_Orange,8553.748889091024,77,111.08764791027305
2,Green_vs_Orange,8862.083493315247,81,109.40843818907713
3,Green_vs_Orange,8987.2131997947,87,103.30130114706552
4,Green_vs_Orange,9346.81248136125,93,100.5033600146371
5,Green_vs_Orange,9271.360993783906,94,98.63149993387134
0,Green_vs_Pale Green,2357.764483119802,70,33.682349758854315
1,Green_vs_Pale Green,2382.594309369592,73,32.63827821054235
2,Green_vs_Pale Green,2387.277238763234,75,31.830363183509785
3,Green_vs_Pale Green,2371.88404594056,71,33.40681754845859
4,Green_vs_Pale Green,2418.058196026584,69,35.044321681544695
5,Green_vs_Pale Green,2480.2484928250688,77,32.21101938733855
0,Dark Pink_vs_Orange,2850.601129856755,101,28.22377356293817
1,Dark Pink_vs_Orange,2775.086375594636,98,28.31720791423098
2,Dark Pink_vs_Orange,2562.0172577375056,86,29.79089834578495
3,Dark Pink_vs_Orange,2562.8599171139263,83,30.87783032667381
4,Dark Pink_vs_Orange,2862.9836497418355,101,28.346372769721143
5,Dark Pink_vs_Orange,2699.9543521427586,93,29.03176722734149
0,Dark Pink_vs_Pale Green,1990.7038645735079,94,21.17770068695221
1,Dark Pink_vs_Pale Green,2018.3061733689422,100,20.18306173368942
2,Dark Pink_vs_Pale Green,2008.4498106511523,93,21.596234523130672
3,Dark Pink_vs_Pale Green,2041.6223472570284,97,21.047653064505447
4,Dark Pink_vs_Pale Green,2150.641365838965,107,20.09945201718659
5,Dark Pink_vs_Pale Green,2315.9924382673444,117,19.794807164678158
0,Orange_vs_Pale Green,3974.386386385367,77,51.615407615394375
1,Orange_vs_Pale Green,4074.69845890209,76,53.614453406606444
2,Orange_vs_Pale Green,4020.798635049538,76,52.90524519802024
3,Orange_vs_Pale Green,4048.1224610185664,75,53.97496614691422
4,Orange_vs_Pale Green,4233.273124511211,81,52.26263116680507
5,Orange_vs_Pale Green,4392.499793587932,75,58.56666391450576
0,Blue_vs_Pink,11808.980517348977,113,104.50425236592015
1,Blue_vs_Pink,11839.908817886813,93,127.31084750415928
2,Blue_vs_Pink,12191.292534660834,111,109.83146427622373
3,Blue_vs_Pink,12458.419225574089,116,107.40016573770767
4,Blue_vs_Pink,12396.059314324133,116,106.8625802958977
5,Blue_vs_Pink,12419.493740249878,113,109.90702424999893
0,Blue_vs_Turquoise,2924.2302060821407,55,53.167821928766195
1,Blue_vs_Turquoise,2801.523077467343,51,54.93182504837927
2,Blue_vs_Turquoise,2835.250637738186,53,53.49529505166389
3,Blue_vs_Turquoise,2896.5789262312333,53,54.65243257040063
4,Blue_vs_Turquoise,3450.38286600684,62,55.65133654849742
5,Blue_vs_Turquoise,3462.70611442108,60,57.71176857368467
0,Blue_vs_White,6224.361651024172,91,68.3995785826832
1,Blue_vs_White,6128.393395181547,99,61.9029635876924
2,Blue_vs_White,6574.781916751336,97,67.78125687372511
3,Blue_vs_White,6783.191044623799,123,55.1478946717382
4,Blue_vs_White,7003.423577017729,121,57.8795336943614
5,Blue_vs_White,6899.252207870951,108,63.88196488769399
0,Blue_vs_Yellow,15170.304483952104,115,131.9156911648009
1,Blue_vs_Yellow,15171.222090889398,116,130.78639733525344
2,Blue_vs_Yellow,15391.866558850405,132,116.60504968826064
3,Blue_vs_Yellow,15190.841629689181,122,124.51509532532116
4,Blue_vs_Yellow,15383.187266025794,123,125.06656313842109
5,Blue_vs_Yellow,15601.576411813707,122,127.88177386732546
0,Blue_vs_Pale Blue,5386.400223777755,77,69.95324965945136
1,Blue_vs_Pale Blue,5652.429678038563,84,67.29082950045908
2,Blue_vs_Pale Blue,5546.766959602897,73,75.98310903565613
3,Blue_vs_Pale Blue,5744.267851565671,83,69.20804640440568
4,Blue_vs_Pale Blue,5726.272657755589,83,68.99123684042878
5,Blue_vs_Pale Blue,6269.039648682958,73,85.87725546141039
0,Blue_vs_Green,5362.05283801757,74,72.46017348672392
1,Blue_vs_Green,5515.117860163757,72,76.59885916894106
2,Blue_vs_Green,6177.017356203056,86,71.82578321166343
3,Blue_vs_Green,6179.062729058596,82,75.35442352510483
4,Blue_vs_Green,6049.24580687406,86,70.3400675217914
5,Blue_vs_Green,6165.268617002204,82,75.18620264636834
0,Blue_vs_Dark Pink,1999.9498791775993,89,22.47134695705168
1,Blue_vs_Dark Pink,2060.6021786890697,101,20.40200176919871
2,Blue_vs_Dark Pink,1991.326308858671,89,22.374452908524393
3,Blue_vs_Dark Pink,2002.0195688595036,89,22.494601897297795
4,Blue_vs_Dark Pink,2085.001821112431,101,20.643582387251794
5,Blue_vs_Dark Pink,2288.1227127211805,121,18.910105063811407
0,Blue_vs_Orange,10280.93459451181,87,118.17166200588287
1,Blue_vs_Orange,10571.508597842194,99,106.78291512971913
2,Blue_vs_Orange,10257.005047942286,86,119.26750055746844
3,Blue_vs_Orange,10426.284286219568,91,114.57455259581944
4,Blue_vs_Orange,10208.612652848438,95,107.45908055629936
5,Blue_vs_Orange,10266.133096041129,79,129.9510518486219
0,Blue_vs_Pale Green,2324.1219759564574,57,40.77406975362206
1,Blue_vs_Pale Green,2293.7950277340065,53,43.279151466679366
2,Blue_vs_Pale Green,2769.878241653662,71,39.012369600755804
3,Blue_vs_Pale Green,2191.6218608538156,49,44.72697675211869
4,Blue_vs_Pale Green,2463.261015129618,55,44.7865639114476
5,Blue_vs_Pale Green,2391.0461941788058,54,44.27863322553344
0,Pink_vs_Turquoise,3990.976035259989,86,46.40669808441848
1,Pink_vs_Turquoise,4344.829837907393,80,54.31037297384241
2,Pink_vs_Turquoise,4255.891122858236,78,54.56270670331071
3,Pink_vs_Turquoise,4030.784527554123,72,55.98311843825171
4,Pink_vs_Turquoise,4525.635503553276,79,57.286525361433874
5,Pink_vs_Turquoise,4539.134451818716,78,58.194031433573286
0,Pink_vs_White,8114.55689189298,110,73.76869901720892
1,Pink_vs_White,8537.947251414878,114,74.89427413521823
2,Pink_vs_White,8765.190012227653,114,76.88763168620748
3,Pink_vs_White,8836.128437708907,118,74.88244438736362
4,Pink_vs_White,8905.508026002608,119,74.83620189918157
5,Pink_vs_White,8843.797419572647,110,80.39815835975133
0,Pink_vs_Yellow,24144.116534030793,132,182.9099737426575
1,Pink_vs_Yellow,24505.641079509667,141,173.79887290432387
2,Pink_vs_Yellow,24282.10821304366,126,192.71514454796554
3,Pink_vs_Yellow,24476.24270729103,122,200.62494022369697
4,Pink_vs_Yellow,24948.2514990595,142,175.69191196520777
5,Pink_vs_Yellow,24912.632485039707,125,199.30105988031767
0,Pink_vs_Pale Blue,7649.743452263925,110,69.54312229330841
1,Pink_vs_Pale Blue,7308.161620129623,86,84.97862348987934
2,Pink_vs_Pale Blue,7330.929807776841,87,84.2635610089292
3,Pink_vs_Pale Blue,7649.187141878347,103,74.26395283377036
4,Pink_vs_Pale Blue,7698.6762871217225,97,79.36779677445075
5,Pink_vs_Pale Blue,7919.1873279868405,94,84.24667370198766
0,Pink_vs_Green,9429.635202301884,107,88.12743179721387
1,Pink_vs_Green,9488.13205791075,107,88.67413138234346
2,Pink_vs_Green,9503.363393667545,105,90.50822279683376
