wminus,pair,score,length,norm_score
0,Pink_vs_Pale Blue,7833.278892966612,110,71.21162629969648
1,Pink_vs_Pale Blue,7877.101175601878,109,72.26698326240255
2,Pink_vs_Pale Blue,7860.093030417972,111,70.81164892268443
3,Pink_vs_Pale Blue,8005.877436659789,103,77.72696540446397
4,Pink_vs_Pale Blue,8096.640949000456,103,78.60816455340249
5,Pink_vs_Pale Blue,8304.733225871754,107,77.61432921375471
0,Pink_vs_Green,9561.251408968754,108,88.53010563859958
1,Pink_vs_Green,9518.662142867437,108,88.1357605821059
2,Pink_vs_Green,9260.506860592142,104,89.04333519800137
3,Pink_vs_Green,9592.964209962667,109,88.00884596296025
4,Pink_vs_Green,9647.980067969773,105,91.88552445685498
5,Pink_vs_Green,9662.673694442605,107,90.30536163030472
0,Pink_vs_Dark Pink,2954.7656977416123,115,25.69361476297054
1,Pink_vs_Dark Pink,3151.594845586241,113,27.890219872444607
2,Pink_vs_Dark Pink,3264.8624425325816,116,28.145365883901565
3,Pink_vs_Dark Pink,3115.9467061075593,107,29.120997253341674
4,Pink_vs_Dark Pink,3288.8116720842704,114,28.84922519372167
5,Pink_vs_Dark Pink,3229.041844941378,114,28.324928464398052
0,Pink_vs_Orange,13348.361342029182,115,116.0727073219929
1,Pink_vs_Orange,13326.676581403079,121,110.1378229868023
2,Pink_vs_Orange,13636.199701676902,117,116.54871539894788
3,Pink_vs_Orange,13816.564392710683,112,123.36218207777395
4,Pink_vs_Orange,14030.685219711408,107,131.1278992496393
5,Pink_vs_Orange,14546.130069080476,105,138.53457208648072
0,Pink_vs_Pale Green,4329.634332146108,98,44.179942164756206
1,Pink_vs_Pale Green,4198.2782109802365,94,44.66253415936422
2,Pink_vs_Pale Green,4339.0307917403115,91,47.68165705209134
3,Pink_vs_Pale Green,4488.013250867858,107,41.94404907353138
4,Pink_vs_Pale Green,4469.92953376827,97,46.081747770806906
5,Pink_vs_Pale Green,4384.2019447175,88,49.82047664451704
0,Turquoise_vs_White,5019.019322615603,110,45.627448387414574
1,Turquoise_vs_White,4884.280924332063,110,44.40255385756421
2,Turquoise_vs_White,4895.943972280389,112,43.71378546678919
3,Turquoise_vs_White,4852.656466150526,100,48.52656466150526
4,Turquoise_vs_White,5118.7942640009815,125,40.95035411200785
5,Turquoise_vs_White,4851.386071095744,97,50.014289392739634
0,Turquoise_vs_Yellow,5315.391690096409,108,49.21658972311489
1,Turquoise_vs_Yellow,5091.78581648427,90,56.575397960936336
2,Turquoise_vs_Yellow,5362.109784329315,110,48.74645258481195
3,Turquoise_vs_Yellow,5540.050021933571,106,52.264622848429916
4,Turquoise_vs_Yellow,5331.520481873907,101,52.78733150370205
5,Turquoise_vs_Yellow,5441.265053206845,109,49.91986287345729
0,Turquoise_vs_Pale Blue,3465.064742287818,80,43.31330927859772
1,Turquoise_vs_Pale Blue,3537.2968361118174,78,45.349959437330995
2,Turquoise_vs_Pale Blue,3897.4243296334216,82,47.52956499552953
3,Turquoise_vs_Pale Blue,3983.608864616227,87,45.78860763926698
4,Turquoise_vs_Pale Blue,3898.1612449203312,74,52.677854661085554
5,Turquoise_vs_Pale Blue,4144.954162619726,87,47.64315129447961
0,Turquoise_vs_Green,3565.5589960805337,78,45.712294821545306
1,Turquoise_vs_Green,3278.345365001825,74,44.301964391916556
2,Turquoise_vs_Green,3247.1953987312077,70,46.38850569616011
3,Turquoise_vs_Green,3417.0438554420757,82,41.67126652978141
4,Turquoise_vs_Green,3469.520240297343,80,43.36900300371679
5,Turquoise_vs_Green,3266.2656509355443,74,44.13872501264249
0,Turquoise_vs_Dark Pink,2604.0576958851007,101,25.782749464208916
1,Turquoise_vs_Dark Pink,2713.37946506778,101,26.86514321849287
2,Turquoise_vs_Dark Pink,2715.875432669679,101,26.889855769006722
3,Turquoise_vs_Dark Pink,2702.1175494279373,101,26.753639103246904
4,Turquoise_vs_Dark Pink,2884.9095001028686,110,26.22645000093517
5,Turquoise_vs_Dark Pink,2806.9644196384133,101,27.791726927113004
0,Turquoise_vs_Orange,4329.511796490996,71,60.979039387197126
1,Turquoise_vs_Orange,4355.010814263376,71,61.338180482582764
2,Turquoise_vs_Orange,4495.37939299895,71,63.31520271829507
3,Turquoise_vs_Orange,5227.635863785666,81,64.53871436772427
4,Turquoise_vs_Orange,5404.501911002917,87,62.120711620723185
5,Turquoise_vs_Orange,5471.263571352879,85,64.36780672179857
0,Turquoise_vs_Pale Green,2716.5185348501745,50,54.33037069700349
1,Turquoise_vs_Pale Green,2635.7479436998956,50,52.714958873997915
2,Turquoise_vs_Pale Green,2683.196478640882,51,52.61169565962514
3,Turquoise_vs_Pale Green,2752.87368856385,52,52.93987862622789
4,Turquoise_vs_Pale Green,2909.060821352788,54,53.8714966917183
5,Turquoise_vs_Pale Green,3209.7544191796446,57,56.31148103823938
0,White_vs_Yellow,10469.81945939577,115,91.04190834257192
1,White_vs_Yellow,10513.043650647991,117,89.85507393716232
2,White_vs_Yellow,10736.823071159168,118,90.99002602677261
3,White_vs_Yellow,10730.063875864267,117,91.70994765695954
4,White_vs_Yellow,10963.645955311142,121,90.60864425876977
5,White_vs_Yellow,11211.443082695812,128,87.58939908356103
0,White_vs_Pale Blue,7541.408913813125,114,66.15270977029057
1,White_vs_Pale Blue,7979.8858118175285,120,66.49904843181274
2,White_vs_Pale Blue,7891.332923333322,108,73.0678974382715
3,White_vs_Pale Blue,8124.795214469618,110,73.86177467699653
4,White_vs_Pale Blue,7974.51167067199,108,73.83807102474064
5,White_vs_Pale Blue,8229.353827337496,109,75.49865896639905
0,White_vs_Green,6875.888538674653,114,60.314811742760114
1,White_vs_Green,7096.853117179385,118,60.14282302694394
2,White_vs_Green,6833.851586594797,106,64.47029798674336
3,White_vs_Green,7222.513161704602,112,64.4867246580768
4,White_vs_Green,6983.326981462368,108,64.66043501354045
5,White_vs_Green,7318.058377907407,116,63.086710154374195
0,White_vs_Dark Pink,2733.4883108219924,101,27.064240701207847
1,White_vs_Dark Pink,2725.1666391366057,104,26.203525376313515
2,White_vs_Dark Pink,2784.156491417474,104,26.77073549439879
3,White_vs_Dark Pink,2822.473706610332,101,27.945284223864675
4,White_vs_Dark Pink,2783.494858586294,96,28.994738110273897
5,White_vs_Dark Pink,2782.5830749988577,97,28.686423453596472
0,White_vs_Orange,8878.725387816834,115,77.20630772014638
1,White_vs_Orange,8801.933451687475,99,88.9084187039139
2,White_vs_Orange,8890.559851243093,109,81.56476927745958
3,White_vs_Orange,9202.000874289217,119,77.32773843940518
4,White_vs_Orange,9611.637569805609,108,88.99664416486675
5,White_vs_Orange,9667.914841868618,109,88.69646643916164
0,White_vs_Pale Green,4729.817852610704,104,45.47901781356446
1,White_vs_Pale Green,4543.388792554138,91,49.92734936872679
2,White_vs_Pale Green,4737.642774383468,103,45.99653179013076
3,White_vs_Pale Green,4723.957352851333,110,42.945066844103025
4,White_vs_Pale Green,4758.136879294457,110,43.25578981176779
5,White_vs_Pale Green,4663.648108811593,85,54.86644833895992
0,Yellow_vs_Pale Blue,10178.526846140645,126,80.78195909635433
1,Yellow_vs_Pale Blue,10303.114534501006,126,81.77075027381751
2,Yellow_vs_Pale Blue,10355.599324860983,123,84.1918644297641
3,Yellow_vs_Pale Blue,10464.349931789615,126,83.05039628404457
4,Yellow_vs_Pale Blue,10693.360488973649,124,86.23677813688427
5,Yellow_vs_Pale Blue,11278.716224983998,140,80.5622587498857
0,Yellow_vs_Green,12949.346727537397,123,105.27924168729591
1,Yellow_vs_Green,13259.528918377386,137,96.78488261589332
2,Yellow_vs_Green,12836.221691504395,124,103.51791686697094
3,Yellow_vs_Green,13601.307398058858,137,99.27961604422524
4,Yellow_vs_Green,12418.226792645604,113,109.89581232429738
5,Yellow_vs_Green,12351.57554782992,112,110.28192453419571
0,Yellow_vs_Dark Pink,3073.8665440649384,101,30.434322218464736
1,Yellow_vs_Dark Pink,2996.7058091405943,98,30.578630705516268
2,Yellow_vs_Dark Pink,3050.4428986996077,101,30.202404937619878
3,Yellow_vs_Dark Pink,3060.3044060302254,101,30.300043624061637
4,Yellow_vs_Dark Pink,3127.736404685339,101,30.967687175102366
5,Yellow_vs_Dark Pink,3071.405712216222,101,30.409957546695267
0,Yellow_vs_Orange,17056.36695666004,131,130.20127447832093
1,Yellow_vs_Orange,17212.113085163313,126,136.60407210447073
2,Yellow_vs_Orange,17287.301895118035,117,147.75471705229089
3,Yellow_vs_Orange,17996.153418460854,136,132.32465748868276
4,Yellow_vs_Orange,17788.21664546099,118,150.7475986903474
5,Yellow_vs_Orange,17852.224099286206,121,147.5390421428612
0,Yellow_vs_Pale Green,5414.798199859135,105,51.56950666532509
1,Yellow_vs_Pale Green,5574.582350042508,104,53.60175336579334
2,Yellow_vs_Pale Green,5627.002677934905,105,53.59050169461814
3,Yellow_vs_Pale Green,5692.930190167895,104,54.739713366998984
4,Yellow_vs_Pale Green,5620.383457216411,104,54.04214862708088
5,Yellow_vs_Pale Green,5591.578552117998,103,54.2871704089126
0,Pale Blue_vs_Green,5667.730238425143,78,72.66320818493773
1,Pale Blue_vs_Green,5685.036411724295,78,72.88508220159353
2,Pale Blue_vs_Green,5683.148508706328,78,72.8608783167478
3,Pale Blue_vs_Green,6004.922943469045,85,70.6461522761064
4,Pale Blue_vs_Green,6178.6497556893,84,73.55535423439643
5,Pale Blue_vs_Green,6224.794791388548,82,75.91213160229937
0,Pale Blue_vs_Dark Pink,2543.3348886849026,115,22.115955553781763
1,Pale Blue_vs_Dark Pink,2477.865312858513,107,23.157619746341243
2,Pale Blue_vs_Dark Pink,2453.3744694877887,105,23.36547113797894
3,Pale Blue_vs_Dark Pink,2558.5013720560164,123,20.800824163057044
4,Pale Blue_vs_Dark Pink,2570.4671064369227,116,22.15919919342175
5,Pale Blue_vs_Dark Pink,2515.106465094929,114,22.06233741311341
0,Pale Blue_vs_Orange,7498.551922517922,90,83.31724358353247
1,Pale Blue_vs_Orange,7859.520428011552,88,89.31273213649492
2,Pale Blue_vs_Orange,7980.289630218934,92,86.74227858933624
3,Pale Blue_vs_Orange,8118.127786803727,89,91.21491895285087
4,Pale Blue_vs_Orange,8342.381670572915,92,90.67806163666212
5,Pale Blue_vs_Orange,8081.225955088343,90,89.79139950098158
0,Pale Blue_vs_Pale Green,2595.49306207905,66,39.32565245574318
1,Pale Blue_vs_Pale Green,2946.0890772707576,87,33.863092842192614
2,Pale Blue_vs_Pale Green,2940.08568057433,78,37.69340616120936
3,Pale Blue_vs_Pale Green,3058.5449475597557,85,35.982881735997125
4,Pale Blue_vs_Pale Green,2985.8260108508543,80,37.32282513563568
5,Pale Blue_vs_Pale Green,3125.9815573724522,73,42.82166516948565
0,Green_vs_Dark Pink,2110.355421947733,92,22.938645890736225
1,Green_vs_Dark Pink,2369.7626304993914,107,22.14731430373263
2,Green_vs_Dark Pink,2345.735951309184,106,22.129584446313057
3,Green_vs_Dark Pink,2195.6594010772924,96,22.871452094555128
4,Green_vs_Dark Pink,2270.467570308824,106,21.419505380271925
5,Green_vs_Dark Pink,2357.441469395981,112,21.048584548178404
0,Green_vs_Orange,9012.41934351085,104,86.65787830298895
1,Green_vs_Orange,9042.648122767203,95,95.18576971333898
2,Green_vs_Orange,9052.707133592501,104,87.0452608999279
3,Green_vs_Orange,9039.257703763544,86,105.10764771818074
4,Green_vs_Orange,9224.078924790718,98,94.12325433459917
5,Green_vs_Orange,9157.557724953915,84,109.01854434468946
0,Green_vs_Pale Green,2563.597002467753,71,36.107000034757085
1,Green_vs_Pale Green,2568.5209477693425,70,36.69315639670489
2,Green_vs_Pale Green,2639.65969292352,69,38.255937578601745
3,Green_vs_Pale Green,2618.8330231833534,72,36.37268087754657
4,Green_vs_Pale Green,2714.234922709963,72,37.6977072598606
5,Green_vs_Pale Green,2739.217787579694,72,38.044691494162414
0,Dark Pink_vs_Orange,2795.8309877374177,86,32.509662648109504
1,Dark Pink_vs_Orange,2913.575248471519,97,30.036858231665143
2,Dark Pink_vs_Orange,3011.3377337873617,101,29.81522508700358
3,Dark Pink_vs_Orange,2966.97523963948,97,30.587373604530722
4,Dark Pink_vs_Orange,2950.5115297848283,101,29.21298544341414
5,Dark Pink_vs_Orange,2740.263969094499,86,31.863534524354638
0,Dark Pink_vs_Pale Green,1928.2400932028042,100,19.282400932028043
1,Dark Pink_vs_Pale Green,1913.678325978187,94,20.358280063597736
2,Dark Pink_vs_Pale Green,1929.4122613017396,100,19.294122613017397
3,Dark Pink_vs_Pale Green,1914.0429255211495,100,19.140429255211494
4,Dark Pink_vs_Pale Green,2029.0299726839328,105,19.324094977942217
5,Dark Pink_vs_Pale Green,1934.7842765022592,90,21.497603072247326
0,Orange_vs_Pale Green,3978.797500700177,93,42.78276882473308
1,Orange_vs_Pale Green,3984.767375000373,90,44.2751930555597
2,Orange_vs_Pale Green,4049.1985831580137,91,44.49668772701114
3,Orange_vs_Pale Green,4182.037383397962,99,42.24280185250467
4,Orange_vs_Pale Green,4026.149016874625,81,49.705543418205245
5,Orange_vs_Pale Green,4426.275157696926,99,44.70985007774672
0,Blue_vs_Pink,11071.999692217452,96,115.33333012726513
1,Blue_vs_Pink,11777.341125376639,101,116.60733787501623
2,Blue_vs_Pink,11619.040616923185,111,104.67604159390257
3,Blue_vs_Pink,12138.627413863092,105,115.6059753701247
4,Blue_vs_Pink,11832.348070463588,103,114.8771657326562
5,Blue_vs_Pink,12249.238349161133,110,111.35671226510121
0,Blue_vs_Turquoise,2583.3386325334645,47,54.96465175603116
1,Blue_vs_Turquoise,2629.968102165353,46,57.173219612290275
2,Blue_vs_Turquoise,2940.886747842169,55,53.47066814258489
3,Blue_vs_Turquoise,2669.2785815481957,50,53.385571630963916
4,Blue_vs_Turquoise,2890.247692145034,56,51.611565931161316
5,Blue_vs_Turquoise,2804.1568135531083,54,51.928829880613115
0,Blue_vs_White,6386.542189071366,112,57.022698116708625
1,Blue_vs_White,6532.8300348009025,112,58.32883959643663
2,Blue_vs_White,6762.66424975851,110,61.478765906895546
3,Blue_vs_White,6726.85364549714,93,72.33175962900151
4,Blue_vs_White,6782.5288782143925,101,67.15375126944943
5,Blue_vs_White,6966.676507639611,95,73.33343692252222
0,Blue_vs_Yellow,15525.322205077004,130,119.42555542366927
1,Blue_vs_Yellow,15486.252536716433,118,131.2394282772579
2,Blue_vs_Yellow,15272.186163853345,135,113.12730491743218
3,Blue_vs_Yellow,15273.188443419542,117,130.54007216597898
4,Blue_vs_Yellow,15592.804940395747,134,116.36421597310259
5,Blue_vs_Yellow,15408.855253083735,118,130.58351909392997
0,Blue_vs_Pale Blue,5203.945586981829,74,70.32358901326796
1,Blue_vs_Pale Blue,5325.039701924566,83,64.15710484246465
2,Blue_vs_Pale Blue,5425.838201193347,83,65.37154459269092
3,Blue_vs_Pale Blue,5519.88102125581,83,66.50459061753988
4,Blue_vs_Pale Blue,5407.885858906782,78,69.33186998598438
5,Blue_vs_Pale Blue,6156.301774969105,74,83.19326722931223
0,Blue_vs_Green,5416.974039007045,74,73.20235187847358
1,Blue_vs_Green,5648.498995639676,74,76.33106750864427
2,Blue_vs_Green,6207.977440360369,86,72.18578419023684
3,Blue_vs_Green,6147.744127848607,82,74.9724893640074
4,Blue_vs_Green,6106.4114017212605,82,74.46843172830806
5,Blue_vs_Green,6158.64157591793,86,71.6121113478829
0,Blue_vs_Dark Pink,2132.2935792405233,101,21.111817616242806
1,Blue_vs_Dark Pink,2072.11139108959,98,21.14399378662847
2,Blue_vs_Dark Pink,2064.7733023220444,101,20.443300022990538
3,Blue_vs_Dark Pink,1899.090663114118,89,21.338097338360875
4,Blue_vs_Dark Pink,2021.0806148379227,101,20.010699156811114
5,Blue_vs_Dark Pink,2021.1929544628924,101,20.011811430325668
0,Blue_vs_Orange,10228.204744854775,94,108.81068877505079
1,Blue_vs_Orange,10418.23283253079,98,106.3084982911305
2,Blue_vs_Orange,10515.686918708681,103,102.09404775445321
3,Blue_vs_Orange,10392.46216086633,93,111.74690495555193
4,Blue_vs_Orange,10990.591114406938,99,111.01607186269634
5,Blue_vs_Orange,10224.692797616546,93,109.94293330770479
0,Blue_vs_Pale Green,2223.2798961799267,50,44.46559792359854
1,Blue_vs_Pale Green,2340.5481703256683,57,41.062248602204704
2,Blue_vs_Pale Green,2304.1818717568553,52,44.31118984147799
3,Blue_vs_Pale Green,2188.7252951815276,48,45.598443649615156
4,Blue_vs_Pale Green,2558.0294981814823,63,40.60364282827749
5,Blue_vs_Pale Green,2355.9029334338675,51,46.19417516536995
0,Pink_vs_Turquoise,4773.283266823912,104,45.896954488691456
1,Pink_vs_Turquoise,4684.198009018125,83,56.43612059057982
2,Pink_vs_Turquoise,4838.652957806827,102,47.43777409614536
3,Pink_vs_Turquoise,4684.825437642237,83,56.44367997159322
4,Pink_vs_Turquoise,4909.317855007917,80,61.36647318759897
5,Pink_vs_Turquoise,5058.594626326339,85,59.51287795678046
0,Pink_vs_White,8009.531763721659,101,79.30229469031346
1,Pink_vs_White,8712.502801674946,125,69.70002241339957
2,Pink_vs_White,8868.452807281672,116,76.45217937311786
3,Pink_vs_White,8623.36766104458,112,76.99435411646947
4,Pink_vs_White,8939.238799597693,112,79.81463213926511
5,Pink_vs_White,9459.78364968541,145,65.23988723920972
0,Pink_vs_Yellow,24095.28776461912,132,182.5400588228721
1,Pink_vs_Yellow,24857.535289392785,142,175.05306541825905
2,Pink_vs_Yellow,24618.30004903861,123,200.14878088649277
3,Pink_vs_Yellow,24437.519716100647,126,193.94856917540196
4,Pink_vs_Yellow,25056.745677404444,134,186.99063938361525
5,Pink_vs_Yellow,24742.939441616585,137,180.60539738406266
0,Pink_vs_Pale Blue,7436.273549195026,94,79.10929307654283
1,Pink_vs_Pale Blue,7408.789833519033,93,79.66440681203261
2,Pink_vs_Pale Blue,7569.244203040986,101,74.94301191129689
3,Pink_vs_Pale Blue,7580.164614623429,103,73.5938312099362
4,Pink_vs_Pale Blue,7607.0106412502,102,74.57853569853137
5,Pink_vs_Pale Blue,7987.577975676756,101,79.0849304522451
0,Pink_vs_Green,9862.648044893673,105,93.92998137993975
1,Pink_vs_Green,9922.169285143695,102,97.27616946219308
2,Pink_vs_Green,9981.848320291207,105,95.06522209801149
3,Pink_vs_Green,10141.596433942173,107,94.78127508357171
4,Pink_vs_Green,10102.427137698489,106,95.30591639338198
5,Pink_vs_Green,10210.24089589129,109,93.67193482469072
0,Pink_vs_Dark Pink,2986.2844208087686,114,26.195477375515512
1,Pink_vs_Dark Pink,3142.2788840757757,119,26.405704908199795
2,Pink_vs_Dark Pink,3006.4656559247087,103,29.188986950725326
3,Pink_vs_Dark Pink,3098.0831627113284,116,26.707613471649385
4,Pink_vs_Dark Pink,3233.6781294857915,116,27.876535599015444
5,Pink_vs_Dark Pink,3135.563904113679,110,28.505126401033447
0,Pink_vs_Orange,13094.70484977031,104,125.91062355548375
1,Pink_vs_Orange,13282.631821085792,109,121.85900753289717
2,Pink_vs_Orange,13595.615178007596,104,130.7270690193038
3,Pink_vs_Orange,13469.848032836768,98,137.44742890649763
4,Pink_vs_Orange,13989.40559150174,111,126.03068100452018
5,Pink_vs_Orange,14187.860997979198,99,143.31172725231514
0,Pink_vs_Pale Green,3913.427770150841,94,41.63221032075363
1,Pink_vs_Pale Green,3954.2546734790217,97,40.765512097721874
2,Pink_vs_Pale Green,3948.6942205397286,91,43.39224418175526
3,Pink_vs_Pale Green,3787.553284077713,75,50.50071045436951
4,Pink_vs_Pale Green,3960.6316508601885,90,44.00701834289099
5,Pink_vs_Pale Green,3823.9074566989507,77,49.66113580128508
0,Turquoise_vs_White,4648.452906662387,86,54.05177798444636
1,Turquoise_vs_White,4888.0568090647985,102,47.92212557906665
2,Turquoise_vs_White,4823.128275432314,102,47.285571327767784
3,Turquoise_vs_White,4625.417533576322,100,46.25417533576322
4,Turquoise_vs_White,4822.8789160196775,96,50.23832204187164
5,Turquoise_vs_White,5006.126065056914,93,53.8293125274937
0,Turquoise_vs_Yellow,5689.993915755004,110,51.727217415954584
1,Turquoise_vs_Yellow,5833.819604235198,116,50.2915483123724
2,Turquoise_vs_Yellow,5875.722790244017,117,50.219852908068525
3,Turquoise_vs_Yellow,6009.573470791231,111,54.140301538659735
4,Turquoise_vs_Yellow,6147.331810808853,110,55.88483464371685
5,Turquoise_vs_Yellow,6078.976986833203,118,51.51675412570511
0,Turquoise_vs_Pale Blue,3274.236787248508,60,54.57061312080847
1,Turquoise_vs_Pale Blue,3277.061191020353,60,54.61768651700588
2,Turquoise_vs_Pale Blue,3405.629242291242,58,58.717745556745555
3,Turquoise_vs_Pale Blue,3609.703460160793,70,51.56719228801133
4,Turquoise_vs_Pale Blue,3642.723139773573,62,58.75359902860602
5,Turquoise_vs_Pale Blue,3633.42481519136,61,59.56434123264524
0,Turquoise_vs_Green,3258.9539439492373,72,45.263249221517185
1,Turquoise_vs_Green,3386.893200874862,72,47.040183345484195
2,Turquoise_vs_Green,3238.9298598581286,72,44.98513694247401
3,Turquoise_vs_Green,3330.618265672096,72,46.258587023223555
4,Turquoise_vs_Green,3613.3773555533094,76,47.54443888885933
5,Turquoise_vs_Green,3412.6500092403217,70,48.75214298914745
0,Turquoise_vs_Dark Pink,2800.441089303083,101,27.727139498050327
1,Turquoise_vs_Dark Pink,2645.171379868363,101,26.18981564226102
2,Turquoise_vs_Dark Pink,2758.4415140349265,101,27.311302119157688
3,Turquoise_vs_Dark Pink,2742.5480023819564,101,27.153940617643133
4,Turquoise_vs_Dark Pink,2791.1289903870784,101,27.634940498881964
5,Turquoise_vs_Dark Pink,2818.7635269812486,97,29.059417803930398
0,Turquoise_vs_Orange,3939.0374822233907,63,62.52440447973636
1,Turquoise_vs_Orange,4074.6825758782416,73,55.81756953257865
2,Turquoise_vs_Orange,3967.4476780367268,72,55.10343997273232
3,Turquoise_vs_Orange,3989.788607091887,72,55.413730654053985
4,Turquoise_vs_Orange,4216.994820665998,69,61.11586696617389
5,Turquoise_vs_Orange,4263.553117632587,73,58.40483722784365
0,Turquoise_vs_Pale Green,2648.2108663063145,50,52.96421732612629
1,Turquoise_vs_Pale Green,2647.6615315465942,50,52.953230630931884
2,Turquoise_vs_Pale Green,2721.7679106800033,51,53.367998248627515
3,Turquoise_vs_Pale Green,2647.9576745103986,47,56.33952498958295
4,Turquoise_vs_Pale Green,3066.968419454408,57,53.80646349920014
5,Turquoise_vs_Pale Green,2837.92598415157,51,55.64560753238373
0,White_vs_Yellow,10887.620393933754,124,87.8033902736593
1,White_vs_Yellow,11151.475438965792,134,83.21996596243129
2,White_vs_Yellow,11196.028023865592,138,81.1306378540985
3,White_vs_Yellow,10854.368616606502,124,87.53523077908469
4,White_vs_Yellow,11123.220999697793,123,90.4326910544536
5,White_vs_Yellow,11346.954162910459,130,87.28426279161891
0,White_vs_Pale Blue,7831.046961685085,109,71.84446753839528
1,White_vs_Pale Blue,7917.384371009453,118,67.0964777204191
2,White_vs_Pale Blue,7809.729821843007,109,71.64889744810098
3,White_vs_Pale Blue,7992.958838357718,129,61.96092122757921
4,White_vs_Pale Blue,8139.830974841887,111,73.33181058416115
5,White_vs_Pale Blue,8387.649534183516,111,75.56441021786951
0,White_vs_Green,6712.944901509325,90,74.58827668343694
1,White_vs_Green,6729.166578886816,106,63.48270357440392
2,White_vs_Green,6794.7992466265205,96,70.77915881902625
3,White_vs_Green,7116.922984180159,99,71.88811095131473
4,White_vs_Green,7093.34383320857,121,58.62267630750884
5,White_vs_Green,7297.086351246844,125,58.376690809974754
0,White_vs_Dark Pink,2786.3390078457855,99,28.144838463088742
1,White_vs_Dark Pink,2947.398505301807,102,28.896063777468694
2,White_vs_Dark Pink,2943.895850404523,102,28.861724023573757
3,White_vs_Dark Pink,2832.2482025891286,102,27.767139241069888
4,White_vs_Dark Pink,3140.183789885845,106,29.624375376281556
5,White_vs_Dark Pink,3138.839403264195,104,30.181148108309568
0,White_vs_Orange,7823.630545323493,112,69.85384415467404
1,White_vs_Orange,7750.477874899491,99,78.28765530201507
2,White_vs_Orange,7858.010795150489,112,70.1608106709865
3,White_vs_Orange,7736.85799197636,101,76.60255437600357
4,White_vs_Orange,8071.0264423195285,108,74.73172631777341
5,White_vs_Orange,8169.718193001295,119,68.65309405883441
0,White_vs_Pale Green,5102.810906309864,110,46.3891900573624
1,White_vs_Pale Green,4881.280486774448,91,53.64044490960932
2,White_vs_Pale Green,4617.659948878123,88,52.47340850997867
3,White_vs_Pale Green,4907.65583324454,106,46.29863993626925
4,White_vs_Pale Green,4765.361847960004,106,44.95624384867928
5,White_vs_Pale Green,4904.924965806944,90,54.49916628674382
0,Yellow_vs_Pale Blue,10147.25996215905,118,85.99372849287332
1,Yellow_vs_Pale Blue,10503.613109130534,140,75.02580792236095
2,Yellow_vs_Pale Blue,10459.337491944614,126,83.01061501543344
3,Yellow_vs_Pale Blue,10462.080627586194,124,84.37161796440479
4,Yellow_vs_Pale Blue,10873.831161850178,141,77.11936994219984
5,Yellow_vs_Pale Blue,11332.30491322864,137,82.71755411115795
0,Yellow_vs_Green,12767.695917900635,125,102.14156734320508
1,Yellow_vs_Green,13061.262920854917,131,99.70429710576272
2,Yellow_vs_Green,12963.937025762687,134,96.74579869972155
3,Yellow_vs_Green,12989.891426257538,127,102.28260965557116
4,Yellow_vs_Green,11808.455484895705,108,109.33755078607135
5,Yellow_vs_Green,13357.179027327546,132,101.19075020702687
0,Yellow_vs_Dark Pink,3827.827562262838,118,32.439216629346085
1,Yellow_vs_Dark Pink,3758.2934312881403,119,31.582297741917145
2,Yellow_vs_Dark Pink,3718.751301469066,118,31.514841537873444
3,Yellow_vs_Dark Pink,3853.2698825485863,119,32.380419181080555
4,Yellow_vs_Dark Pink,3971.0241694285546,118,33.652747198547075
5,Yellow_vs_Dark Pink,3943.0521962498283,116,33.991829278015764
0,Yellow_vs_Orange,16769.261099650725,121,138.58893470785722
1,Yellow_vs_Orange,16894.15851235874,120,140.78465426965616
2,Yellow_vs_Orange,16677.633306496413,123,135.5905146869627
3,Yellow_vs_Orange,17435.569481611215,121,144.09561555050593
4,Yellow_vs_Orange,17444.229824361424,119,146.59016659127246
5,Yellow_vs_Orange,17696.889201899725,125,141.5751136151978
0,Yellow_vs_Pale Green,5695.141923471206,115,49.5229732475757
1,Yellow_vs_Pale Green,5468.8070773135105,105,52.08387692679534
2,Yellow_vs_Pale Green,5801.756675329658,130,44.62889750253583
3,Yellow_vs_Pale Green,5827.462809497554,113,51.57046734068632
4,Yellow_vs_Pale Green,5712.267573989678,108,52.89136642583035
5,Yellow_vs_Pale Green,5887.21391834362,107,55.02069082564131
0,Pale Blue_vs_Green,5608.302830779643,84,66.76550989023384
1,Pale Blue_vs_Green,5722.809464783649,82,69.79035932662987
2,Pale Blue_vs_Green,5819.088676194803,86,67.66382181621864
3,Pale Blue_vs_Green,5845.93832753204,80,73.0742290941505
4,Pale Blue_vs_Green,6185.604618168301,85,72.77181903727413
5,Pale Blue_vs_Green,6139.1189327939555,88,69.76271514538585
0,Pale Blue_vs_Dark Pink,2335.5783933169864,116,20.13429649411195
1,Pale Blue_vs_Dark Pink,2236.706453998247,105,21.301966228554733
2,Pale Blue_vs_Dark Pink,2453.685007906152,121,20.278388495092166
3,Pale Blue_vs_Dark Pink,2403.3089383942324,111,21.651431877425516
4,Pale Blue_vs_Dark Pink,2391.6133010312024,117,20.441139325053012
5,Pale Blue_vs_Dark Pink,2558.282071474912,122,20.96952517602387
0,Pale Blue_vs_Orange,7948.0953227915625,105,75.69614593134821
1,Pale Blue_vs_Orange,8009.203532176147,88,91.01367650200167
2,Pale Blue_vs_Orange,8538.050145512214,103,82.8936907331283
3,Pale Blue_vs_Orange,8270.107553121972,85,97.29538297790556
