match,mismatch,gap,pair,score,length,norm_score
1,-1,-2,Yellow_vs_Dark Pink,2920.900133586318,77,37.933767968653484
2,-1,-2,Yellow_vs_Dark Pink,2829.8487398451143,77,36.751282335650835
1,-2,-2,Yellow_vs_Dark Pink,2850.771876115378,80,35.634648451442224
2,-2,-2,Yellow_vs_Dark Pink,2936.9787095367624,81,36.2589964140341
1,-1,-1,Yellow_vs_Orange,15476.884383168179,139,111.3444919652387
2,-1,-1,Yellow_vs_Orange,15550.389651817055,149,104.3650312202487
1,-2,-1,Yellow_vs_Orange,16576.776307048363,176,94.18622901732024
2,-2,-1,Yellow_vs_Orange,16473.648977029326,167,98.64460465287021
1,-1,-2,Yellow_vs_Orange,15020.740044555305,101,148.7201984609436
2,-1,-2,Yellow_vs_Orange,15390.174184021937,108,142.50161281501792
1,-2,-2,Yellow_vs_Orange,15471.117801546312,141,109.72423972727881
2,-2,-2,Yellow_vs_Orange,15499.419719609252,139,111.50661668783634
1,-1,-1,Yellow_vs_Pale Green,5355.696837396549,99,54.09794785249039
2,-1,-1,Yellow_vs_Pale Green,5400.557606015222,107,50.47250099079646
1,-2,-1,Yellow_vs_Pale Green,5556.340782789575,117,47.490092160594664
2,-2,-1,Yellow_vs_Pale Green,5655.167620204206,121,46.7369224810265
1,-1,-2,Yellow_vs_Pale Green,5086.279867135671,84,60.55095079923418
2,-1,-2,Yellow_vs_Pale Green,5063.81201619593,84,60.28347638328488
1,-2,-2,Yellow_vs_Pale Green,5401.019812863496,106,50.95301710248581
2,-2,-2,Yellow_vs_Pale Green,5357.183329666021,103,52.01148863753418
1,-1,-1,Pale Blue_vs_Green,4516.889415230239,71,63.618160777890694
2,-1,-1,Pale Blue_vs_Green,4512.095641844659,71,63.550642842882525
1,-2,-1,Pale Blue_vs_Green,4652.233652582462,75,62.02978203443283
2,-2,-1,Pale Blue_vs_Green,4602.010202348043,74,62.18932705875734
1,-1,-2,Pale Blue_vs_Green,4358.295736552749,62,70.29509252504434
2,-1,-2,Pale Blue_vs_Green,4427.8656650443645,62,71.41718814587685
1,-2,-2,Pale Blue_vs_Green,4453.217452470065,68,65.48849194808919
2,-2,-2,Pale Blue_vs_Green,4516.889415230239,71,63.618160777890694
1,-1,-1,Pale Blue_vs_Dark Pink,1635.6449113303222,79,20.70436596620661
2,-1,-1,Pale Blue_vs_Dark Pink,1627.7100557076972,78,20.86807763727817
1,-2,-1,Pale Blue_vs_Dark Pink,1622.5809416072352,83,19.54916797117151
2,-2,-1,Pale Blue_vs_Dark Pink,1612.3802455159664,81,19.90592895698724
1,-1,-2,Pale Blue_vs_Dark Pink,1629.0801043155761,71,22.944790201627832
2,-1,-2,Pale Blue_vs_Dark Pink,1621.9877338478314,76,21.341943866418834
1,-2,-2,Pale Blue_vs_Dark Pink,1608.7701008042031,77,20.893118192262378
2,-2,-2,Pale Blue_vs_Dark Pink,1572.867390410389,78,20.164966543722933
1,-1,-1,Pale Blue_vs_Orange,6796.665295713637,81,83.90944809523008
2,-1,-1,Pale Blue_vs_Orange,6817.94134108133,83,82.14387157929313
1,-2,-1,Pale Blue_vs_Orange,6983.1984376529535,92,75.90433084405385
2,-2,-1,Pale Blue_vs_Orange,7055.696314442666,90,78.39662571602963
1,-1,-2,Pale Blue_vs_Orange,7399.68338980021,68,108.81887337941485
2,-1,-2,Pale Blue_vs_Orange,6470.786901725859,71,91.13784368627971
1,-2,-2,Pale Blue_vs_Orange,7601.694529508413,81,93.84808061121498
2,-2,-2,Pale Blue_vs_Orange,6789.7630510260415,80,84.87203813782551
1,-1,-1,Pale Blue_vs_Pale Green,2387.8685094877264,47,50.805712967823965
2,-1,-1,Pale Blue_vs_Pale Green,2387.8685094877264,47,50.805712967823965
1,-2,-1,Pale Blue_vs_Pale Green,2387.8685094877264,47,50.805712967823965
2,-2,-1,Pale Blue_vs_Pale Green,2387.8685094877264,47,50.805712967823965
1,-1,-2,Pale Blue_vs_Pale Green,2401.438783594532,47,51.094442204138986
2,-1,-2,Pale Blue_vs_Pale Green,2400.2831652485606,47,51.06985457975661
1,-2,-2,Pale Blue_vs_Pale Green,2387.8685094877264,47,50.805712967823965
2,-2,-2,Pale Blue_vs_Pale Green,2387.8685094877264,47,50.805712967823965
1,-1,-1,Green_vs_Dark Pink,1793.8459095593232,79,22.70691024758637
2,-1,-1,Green_vs_Dark Pink,1780.589740119568,80,22.2573717514946
1,-2,-1,Green_vs_Dark Pink,1945.5983023549034,87,22.363198877642567
2,-2,-1,Green_vs_Dark Pink,1825.5418528309108,84,21.73264110512989
1,-1,-2,Green_vs_Dark Pink,1758.5823353835099,74,23.764626153831216
2,-1,-2,Green_vs_Dark Pink,1754.3863114765734,77,22.78423781138407
1,-2,-2,Green_vs_Dark Pink,1747.000005942774,79,22.1139241258579
2,-2,-2,Green_vs_Dark Pink,1780.589740119568,80,22.2573717514946
1,-1,-1,Green_vs_Orange,8423.769695905752,88,95.72465563529263
2,-1,-1,Green_vs_Orange,8648.135317482256,93,92.99070233851889
1,-2,-1,Green_vs_Orange,8868.878630604388,121,73.29651760830072
2,-2,-1,Green_vs_Orange,9270.292130467911,114,81.31835202164834
1,-1,-2,Green_vs_Orange,7847.575994060816,71,110.52923935296924
2,-1,-2,Green_vs_Orange,8316.05641243249,75,110.88075216576654
1,-2,-2,Green_vs_Orange,8608.219777182763,100,86.08219777182764
2,-2,-2,Green_vs_Orange,8304.092072231857,86,96.5592101422309
1,-1,-1,Green_vs_Pale Green,2218.596398521032,65,34.13225228493895
2,-1,-1,Green_vs_Pale Green,2218.596398521032,65,34.13225228493895
1,-2,-1,Green_vs_Pale Green,2295.2154569593627,67,34.25694711879646
2,-2,-1,Green_vs_Pale Green,2295.2154569593627,67,34.25694711879646
1,-1,-2,Green_vs_Pale Green,2191.3581107951186,59,37.14166289483252
2,-1,-2,Green_vs_Pale Green,2191.3581107951186,59,37.14166289483252
1,-2,-2,Green_vs_Pale Green,2202.575216817138,65,33.88577256641751
2,-2,-2,Green_vs_Pale Green,2202.575216817138,65,33.88577256641751
1,-1,-1,Dark Pink_vs_Orange,2447.379107455801,78,31.376655223792323
2,-1,-1,Dark Pink_vs_Orange,2487.8980480889895,80,31.09872560111237
1,-2,-1,Dark Pink_vs_Orange,2733.147010578018,97,28.176773304928023
2,-2,-1,Dark Pink_vs_Orange,2493.3624615994986,81,30.782252612339487
1,-1,-2,Dark Pink_vs_Orange,2473.7105009064107,71,34.84099297051283
2,-1,-2,Dark Pink_vs_Orange,2419.6264831618755,74,32.69765517786318
1,-2,-2,Dark Pink_vs_Orange,2488.061007682568,80,31.100762596032098
2,-2,-2,Dark Pink_vs_Orange,2519.4350334855835,79,31.891582702349158
1,-1,-1,Dark Pink_vs_Pale Green,1767.7892764738313,78,22.663965082997837
2,-1,-1,Dark Pink_vs_Pale Green,1772.926726854698,78,22.729829831470486
1,-2,-1,Dark Pink_vs_Pale Green,1869.1382961825561,83,22.51973850822357
2,-2,-1,Dark Pink_vs_Pale Green,1819.5572414824958,81,22.463669647932047
1,-1,-2,Dark Pink_vs_Pale Green,1783.13956579396,76,23.462362707815263
2,-1,-2,Dark Pink_vs_Pale Green,1748.5601916527758,76,23.00737094279968
1,-2,-2,Dark Pink_vs_Pale Green,1745.4473978767703,78,22.377530742009874
2,-2,-2,Dark Pink_vs_Pale Green,1749.2286617888333,77,22.717255347906924
1,-1,-1,Orange_vs_Pale Green,3741.4057439142653,80,46.767571798928316
2,-1,-1,Orange_vs_Pale Green,3748.3904668512496,77,48.68039567339285
1,-2,-1,Orange_vs_Pale Green,3806.962112982977,82,46.42636723149972
2,-2,-1,Orange_vs_Pale Green,3810.07048178962,82,46.4642741681661
1,-1,-2,Orange_vs_Pale Green,3717.1928946347684,70,53.10275563763955
2,-1,-2,Orange_vs_Pale Green,3717.6574512615766,70,53.109392160879665
1,-2,-2,Orange_vs_Pale Green,3753.7047153084336,75,50.04939620411245
2,-2,-2,Orange_vs_Pale Green,3737.34497083532,80,46.7168121354415
1,-1,-1,Blue_vs_Pink,10596.6825357743,97,109.2441498533433
2,-1,-1,Blue_vs_Pink,10700.40934224332,100,107.0040934224332
1,-2,-1,Blue_vs_Pink,11100.809529750426,111,100.00729306081465
2,-2,-1,Blue_vs_Pink,11100.160959531935,111,100.00145008587329
1,-1,-2,Blue_vs_Pink,10532.905379115518,83,126.90247444717492
2,-1,-2,Blue_vs_Pink,10227.529800185268,88,116.22192954755987
1,-2,-2,Blue_vs_Pink,10446.634932881576,101,103.43202903843144
2,-2,-2,Blue_vs_Pink,10892.799129236058,105,103.74094408796246
1,-1,-1,Blue_vs_Turquoise,2884.695303470199,57,50.608689534564895
2,-1,-1,Blue_vs_Turquoise,2859.5283188915787,57,50.167163489325944
1,-2,-1,Blue_vs_Turquoise,3028.6739670995094,64,47.323030735929834
2,-2,-1,Blue_vs_Turquoise,2979.0650753720547,64,46.547891802688355
1,-1,-2,Blue_vs_Turquoise,2851.9481508787017,47,60.67974789103621
2,-1,-2,Blue_vs_Turquoise,2993.654703444243,47,63.694780924345594
1,-2,-2,Blue_vs_Turquoise,2995.8821646463766,60,49.931369410772945
2,-2,-2,Blue_vs_Turquoise,2872.803937885432,57,50.40006908570933
1,-1,-1,Blue_vs_White,6572.90716233946,85,77.32831955693483
2,-1,-1,Blue_vs_White,6700.792912705339,92,72.83470557288412
1,-2,-1,Blue_vs_White,7715.39116314191,115,67.09035794036443
2,-2,-1,Blue_vs_White,6955.314166663842,102,68.18935457513571
1,-1,-2,Blue_vs_White,6618.164769502284,79,83.77423758863651
2,-1,-2,Blue_vs_White,6496.0438481163665,79,82.2284031407135
1,-2,-2,Blue_vs_White,6651.9672415901705,84,79.19008620940679
2,-2,-2,Blue_vs_White,6659.343430098704,85,78.34521682469064
1,-1,-1,Blue_vs_Yellow,14144.0390936421,129,109.64371390420233
2,-1,-1,Blue_vs_Yellow,14032.217383724292,128,109.62669831034603
1,-2,-1,Blue_vs_Yellow,14844.985255085163,151,98.31116062970307
2,-2,-1,Blue_vs_Yellow,14724.59424164692,148,99.49050163274947
1,-1,-2,Blue_vs_Yellow,13348.091514683829,91,146.68232433718492
2,-1,-2,Blue_vs_Yellow,13789.1507813621,96,143.6369873058552
1,-2,-2,Blue_vs_Yellow,13962.21120065177,124,112.59847742461105
2,-2,-2,Blue_vs_Yellow,14144.0390936421,129,109.64371390420233
1,-1,-1,Blue_vs_Pale Blue,4863.180621351329,50,97.26361242702659
2,-1,-1,Blue_vs_Pale Blue,5290.221563041083,63,83.97177084192195
1,-2,-1,Blue_vs_Pale Blue,5551.205669690774,66,84.10917681349657
2,-2,-1,Blue_vs_Pale Blue,5337.739133978943,63,84.72601799966576
1,-1,-2,Blue_vs_Pale Blue,4756.656848493856,48,99.09701767695533
2,-1,-2,Blue_vs_Pale Blue,4759.8932415651925,48,99.16444253260818
1,-2,-2,Blue_vs_Pale Blue,4863.180621351329,50,97.26361242702659
2,-2,-2,Blue_vs_Pale Blue,4861.509330926376,50,97.23018661852751
1,-1,-1,Blue_vs_Green,5175.024028436427,79,65.50663327134718
2,-1,-1,Blue_vs_Green,5247.320298432541,80,65.59150373040676
1,-2,-1,Blue_vs_Green,5106.555981847894,80,63.83194977309868
2,-2,-1,Blue_vs_Green,5458.204402519942,82,66.56346832341393
1,-1,-2,Blue_vs_Green,4913.652901049951,68,72.25960148602869
2,-1,-2,Blue_vs_Green,4839.67283845773,63,76.82020378504333
1,-2,-2,Blue_vs_Green,4909.795148148059,78,62.946091642923825
2,-2,-2,Blue_vs_Green,5175.47707484689,79,65.51236803603658
1,-1,-1,Blue_vs_Dark Pink,1749.1671614447519,78,22.42522001852246
2,-1,-1,Blue_vs_Dark Pink,1730.302107378457,78,22.18336035100586
1,-2,-1,Blue_vs_Dark Pink,1858.643765141205,84,22.12671148977625
2,-2,-1,Blue_vs_Dark Pink,1829.337000793147,82,22.308987814550573
1,-1,-2,Blue_vs_Dark Pink,1760.8841897646555,71,24.801185771333177
2,-1,-2,Blue_vs_Dark Pink,1698.2669876339303,74,22.949553886945004
1,-2,-2,Blue_vs_Dark Pink,1749.715837611014,79,22.14830174191157
2,-2,-2,Blue_vs_Dark Pink,1733.1019406972478,78,22.219255649964715
1,-1,-1,Blue_vs_Orange,8908.70231874677,90,98.98558131940855
2,-1,-1,Blue_vs_Orange,8831.526866865845,86,102.69217287053307
1,-2,-1,Blue_vs_Orange,9968.492784320035,115,86.682545950609
2,-2,-1,Blue_vs_Orange,9542.910480760496,99,96.39303515919693
1,-1,-2,Blue_vs_Orange,8908.550059001926,72,123.7298619305823
2,-1,-2,Blue_vs_Orange,8758.044412586145,72,121.63950573036313
1,-2,-2,Blue_vs_Orange,9212.01314056789,89,103.5057656243583
2,-2,-2,Blue_vs_Orange,9019.375547214533,88,102.49290394561969
1,-1,-1,Blue_vs_Pale Green,2201.7701394879145,50,44.035402789758294
2,-1,-1,Blue_vs_Pale Green,2225.3247122054595,50,44.50649424410919
1,-2,-1,Blue_vs_Pale Green,2335.934583550206,53,44.07423742547558
2,-2,-1,Blue_vs_Pale Green,2247.983184961181,53,42.41477707473926
1,-1,-2,Blue_vs_Pale Green,2385.864880744906,50,47.717297614898115
2,-1,-2,Blue_vs_Pale Green,2210.679318605174,48,46.05581913760779
1,-2,-2,Blue_vs_Pale Green,2294.4863059223326,51,44.98992756710456
2,-2,-2,Blue_vs_Pale Green,2225.221968857495,50,44.5044393771499
1,-1,-1,Pink_vs_Turquoise,3996.6870887622317,82,48.7400864483199
2,-1,-1,Pink_vs_Turquoise,3965.9621699566605,82,48.36539231654464
1,-2,-1,Pink_vs_Turquoise,4431.333752130927,109,40.65443809294428
2,-2,-1,Pink_vs_Turquoise,4101.109521796407,93,44.09795184727319
1,-1,-2,Pink_vs_Turquoise,4248.516054069912,75,56.64688072093215
2,-1,-2,Pink_vs_Turquoise,3921.8362580713983,76,51.60310865883419
1,-2,-2,Pink_vs_Turquoise,4145.444643835527,84,49.35053147423247
2,-2,-2,Pink_vs_Turquoise,4008.1838557824667,85,47.15510418567608
1,-1,-1,Pink_vs_White,7756.288960881231,103,75.30377631923525
2,-1,-1,Pink_vs_White,7670.661228663679,105,73.05391646346361
1,-2,-1,Pink_vs_White,8505.560002482278,130,65.42738463447905
2,-2,-1,Pink_vs_White,8009.322888876178,123,65.11644625102583
1,-1,-2,Pink_vs_White,7353.882195858503,80,91.92352744823128
2,-1,-2,Pink_vs_White,7063.276353946869,81,87.20094264131937
1,-2,-2,Pink_vs_White,7781.459283586388,99,78.60059882410492
2,-2,-2,Pink_vs_White,7762.737684241775,102,76.10527141413505
1,-1,-1,Pink_vs_Yellow,22292.75927490796,161,138.4643433224097
2,-1,-1,Pink_vs_Yellow,22669.003626101832,171,132.5672726672622
1,-2,-1,Pink_vs_Yellow,23802.47416554175,185,128.66202251644188
2,-2,-1,Pink_vs_Yellow,22751.842265319134,170,133.83436626658315
1,-1,-2,Pink_vs_Yellow,21309.953142041755,99,215.25205193981571
2,-1,-2,Pink_vs_Yellow,21275.726547893908,96,221.62215154056153
1,-2,-2,Pink_vs_Yellow,22233.50799658328,158,140.71840504166633
2,-2,-2,Pink_vs_Yellow,22311.384328405773,167,133.60110376290882
1,-1,-1,Pink_vs_Pale Blue,6541.64940585908,89,73.50167871751775
2,-1,-1,Pink_vs_Pale Blue,6726.329119611857,100,67.26329119611857
1,-2,-1,Pink_vs_Pale Blue,7047.398040009002,100,70.47398040009003
2,-2,-1,Pink_vs_Pale Blue,6659.673491046064,101,65.93736129748578
1,-1,-2,Pink_vs_Pale Blue,6596.56285137762,71,92.90933593489606
2,-1,-2,Pink_vs_Pale Blue,6432.925664011011,82,78.45031297574403
1,-2,-2,Pink_vs_Pale Blue,6627.922928066577,87,76.18302216168479
2,-2,-2,Pink_vs_Pale Blue,6563.80755148569,88,74.58872217597376
1,-1,-1,Pink_vs_Green,8526.991757622662,95,89.75780797497539
2,-1,-1,Pink_vs_Green,9037.748437510922,105,86.07379464296116
1,-2,-1,Pink_vs_Green,9660.453199758635,127,76.06656062802074
2,-2,-1,Pink_vs_Green,9558.892839458344,126,75.86422888459003
1,-1,-2,Pink_vs_Green,8534.423655106164,86,99.23748436169959
2,-1,-2,Pink_vs_Green,8594.238244077382,78,110.18254159073567
1,-2,-2,Pink_vs_Green,8699.820308806558,93,93.54645493340385
2,-2,-2,Pink_vs_Green,8532.098024789078,95,89.8115581556745
1,-1,-1,Pink_vs_Dark Pink,2344.775507335356,80,29.30969384169195
2,-1,-1,Pink_vs_Dark Pink,2361.568146217959,82,28.799611539243404
1,-2,-1,Pink_vs_Dark Pink,2541.819649561753,97,26.204326284141786
2,-2,-1,Pink_vs_Dark Pink,2410.7850945089476,86,28.032384819871485
1,-1,-2,Pink_vs_Dark Pink,2286.5681838095034,72,31.75789144179866
2,-1,-2,Pink_vs_Dark Pink,2342.0771986917266,77,30.41658699599645
1,-2,-2,Pink_vs_Dark Pink,2313.3830787322054,77,30.043936087431238
2,-2,-2,Pink_vs_Dark Pink,2349.091935151075,79,29.735340951279433
1,-1,-1,Pink_vs_Orange,12906.117164805626,120,107.55097637338022
2,-1,-1,Pink_vs_Orange,12790.935846142382,126,101.51536385827288
1,-2,-1,Pink_vs_Orange,13438.38033150975,148,90.79986710479561
2,-2,-1,Pink_vs_Orange,13123.197144721562,143,91.77060940364728
1,-1,-2,Pink_vs_Orange,12348.967764683002,88,140.32917914412502
2,-1,-2,Pink_vs_Orange,12561.815329902221,94,133.63633329683213
1,-2,-2,Pink_vs_Orange,12671.324230512375,115,110.18542809141195
2,-2,-2,Pink_vs_Orange,12902.650303973034,120,107.52208586644196
1,-1,-1,Pink_vs_Pale Green,4022.369739387907,91,44.201865267998976
2,-1,-1,Pink_vs_Pale Green,4094.346737099453,96,42.6494451781193
1,-2,-1,Pink_vs_Pale Green,4144.8219387911395,96,43.17522852907437
2,-2,-1,Pink_vs_Pale Green,4077.796496710348,96,42.47704684073279
1,-1,-2,Pink_vs_Pale Green,4102.462467967904,84,48.838838904379806
2,-1,-2,Pink_vs_Pale Green,3997.600541572269,85,47.03059460673258
1,-2,-2,Pink_vs_Pale Green,4147.406991845988,93,44.59577410587084
2,-2,-2,Pink_vs_Pale Green,4013.355906578636,94,42.695275601900384
1,-1,-1,Turquoise_vs_White,4392.954547091527,70,62.75649352987896
2,-1,-1,Turquoise_vs_White,4464.279623853837,71,62.87717780075826
1,-2,-1,Turquoise_vs_White,5064.131916397736,105,48.229827775216535
2,-2,-1,Turquoise_vs_White,4747.012220042649,92,51.59795891350705
1,-1,-2,Turquoise_vs_White,4158.255277776234,61,68.16811930780712
2,-1,-2,Turquoise_vs_White,4192.606507362143,62,67.6226856026152
1,-2,-2,Turquoise_vs_White,4253.358602961416,70,60.76226575659166
2,-2,-2,Turquoise_vs_White,4240.4607682580645,71,59.724799552930484
1,-1,-1,Turquoise_vs_Yellow,4937.615417401262,100,49.37615417401262
2,-1,-1,Turquoise_vs_Yellow,5120.203972508443,111,46.12796371629228
1,-2,-1,Turquoise_vs_Yellow,5426.024807215489,130,41.73865236319607
2,-2,-1,Turquoise_vs_Yellow,5228.700027583016,125,41.829600220664126
1,-1,-2,Turquoise_vs_Yellow,4800.4189761873695,82,58.541694831553286
2,-1,-2,Turquoise_vs_Yellow,4863.8903279279875,86,56.55686427823241
1,-2,-2,Turquoise_vs_Yellow,4837.4606170800835,97,49.87072801113488
2,-2,-2,Turquoise_vs_Yellow,4901.313083393843,100,49.01313083393843
1,-1,-1,Turquoise_vs_Pale Blue,3143.615373090992,49,64.15541577736718
2,-1,-1,Turquoise_vs_Pale Blue,2969.727120009503,51,58.229943529598096
1,-2,-1,Turquoise_vs_Pale Blue,2985.787328915571,51,58.54484958657982
2,-2,-1,Turquoise_vs_Pale Blue,3218.4980596356277,67,48.037284472173546
1,-1,-2,Turquoise_vs_Pale Blue,2705.8583391127604,47,57.571454023675756
2,-1,-2,Turquoise_vs_Pale Blue,3162.9392394540123,49,64.54978039702065
1,-2,-2,Turquoise_vs_Pale Blue,2953.335019637616,59,50.05652575656976
2,-2,-2,Turquoise_vs_Pale Blue,3116.3641213541337,48,64.92425252821111
1,-1,-1,Turquoise_vs_Green,3283.9822286832923,70,46.91403183833275
2,-1,-1,Turquoise_vs_Green,3282.2025381911253,72,45.58614636376563
1,-2,-1,Turquoise_vs_Green,3532.5342583489196,89,39.691396161223814
2,-2,-1,Turquoise_vs_Green,3491.2412734188147,82,42.57611309047335
1,-1,-2,Turquoise_vs_Green,3257.927581466485,60,54.29879302444142
2,-1,-2,Turquoise_vs_Green,3257.927581466485,60,54.29879302444142
1,-2,-2,Turquoise_vs_Green,3283.9822286832923,70,46.91403183833275
2,-2,-2,Turquoise_vs_Green,3283.9822286832923,70,46.91403183833275
1,-1,-1,Turquoise_vs_Dark Pink,2375.3843559987304,79,30.06815640504722
2,-1,-1,Turquoise_vs_Dark Pink,2372.6951749249524,78,30.41916890929426
1,-2,-1,Turquoise_vs_Dark Pink,2478.3112463403418,86,28.81757263186444
2,-2,-1,Turquoise_vs_Dark Pink,2355.5495808346896,79,29.81708330170493
1,-1,-2,Turquoise_vs_Dark Pink,2332.686530235527,74,31.52279094912874
2,-1,-2,Turquoise_vs_Dark Pink,2382.0507712145786,76,31.342773305454983
1,-2,-2,Turquoise_vs_Dark Pink,2366.4614633736965,78,30.339249530432006
2,-2,-2,Turquoise_vs_Dark Pink,2413.6871318066223,79,30.553001668438256
1,-1,-1,Turquoise_vs_Orange,3961.8849865540333,77,51.453051773429
2,-1,-1,Turquoise_vs_Orange,3986.8926531094025,80,49.83615816386753
1,-2,-1,Turquoise_vs_Orange,4227.592090931037,98,43.138694805418744
2,-2,-1,Turquoise_vs_Orange,4200.999874387101,96,43.76041535819897
1,-1,-2,Turquoise_vs_Orange,3812.8740194967363,52,73.32450037493723
2,-1,-2,Turquoise_vs_Orange,3953.5865535344624,59,67.00994158532987
1,-2,-2,Turquoise_vs_Orange,4123.160494160916,76,54.25211176527521
2,-2,-2,Turquoise_vs_Orange,3936.2093094407014,72,54.66957374223196
1,-1,-1,Turquoise_vs_Pale Green,2525.424923009594,45,56.12055384465764
2,-1,-1,Turquoise_vs_Pale Green,2579.7246011496927,54,47.77267779906838
1,-2,-1,Turquoise_vs_Pale Green,2667.900474015544,60,44.46500790025907
2,-2,-1,Turquoise_vs_Pale Green,2743.6850657853943,68,40.34830979096168
1,-1,-2,Turquoise_vs_Pale Green,2554.2061637544934,41,62.29771131108521
2,-1,-2,Turquoise_vs_Pale Green,2550.164027004126,44,57.958273341002865
1,-2,-2,Turquoise_vs_Pale Green,2483.4378722482056,47,52.839103664855436
2,-2,-2,Turquoise_vs_Pale Green,2483.813283454514,47,52.84709113733008
1,-1,-1,White_vs_Yellow,10620.108238964287,124,85.64603418519586
2,-1,-1,White_vs_Yellow,10869.551824911881,136,79.9231751831756
1,-2,-1,White_vs_Yellow,11720.56600408939,177,66.21788702875362
2,-2,-1,White_vs_Yellow,11319.68886152723,170,66.58640506780723
1,-1,-2,White_vs_Yellow,9511.435552757512,83,114.59560906936761
2,-1,-2,White_vs_Yellow,9626.20473594695,84,114.59767542793989
1,-2,-2,White_vs_Yellow,10230.03828511887,106,96.50979514263085
2,-2,-2,White_vs_Yellow,10494.807420194691,119,88.19165899323269
1,-1,-1,White_vs_Pale Blue,6441.12691045103,83,77.6039386801329
2,-1,-1,White_vs_Pale Blue,6349.084395373358,87,72.9779815560156
1,-2,-1,White_vs_Pale Blue,6712.3557759872765,95,70.65637658933976
2,-2,-1,White_vs_Pale Blue,6414.19366506958,93,68.96982435558688
1,-1,-2,White_vs_Pale Blue,6246.386352989487,79,79.06818168341123
2,-1,-2,White_vs_Pale Blue,6252.137764952985,79,79.14098436649348
1,-2,-2,White_vs_Pale Blue,6437.038278008263,82,78.50046680497881
2,-2,-2,White_vs_Pale Blue,6444.597312496989,84,76.7213965773451
1,-1,-1,White_vs_Green,7082.842963629307,95,74.55624172241376
2,-1,-1,White_vs_Green,7084.461653780621,106,66.83454390359077
1,-2,-1,White_vs_Green,7591.055959928483,116,65.44013758559038
2,-2,-1,White_vs_Green,7337.993837435392,114,64.3683669950473
1,-1,-2,White_vs_Green,6771.502543624672,80,84.6437817953084
2,-1,-2,White_vs_Green,6559.16604191813,79,83.02741825212823
1,-2,-2,White_vs_Green,7024.6798774278095,94,74.73063699391287
2,-2,-2,White_vs_Green,7127.035557968817,93,76.63479094590126
1,-1,-1,White_vs_Dark Pink,2787.2608294203087,82,33.99098572463791
2,-1,-1,White_vs_Dark Pink,2814.6687623327757,83,33.911671835334644
1,-2,-1,White_vs_Dark Pink,2960.613383391702,104,28.467436378766365
2,-2,-1,White_vs_Dark Pink,3017.64607148429,100,30.1764607148429
1,-1,-2,White_vs_Dark Pink,2725.972040996846,74,36.83746001347089
2,-1,-2,White_vs_Dark Pink,2752.4120658768616,77,35.745611245154045
1,-2,-2,White_vs_Dark Pink,2736.144927000288,85,32.189940317650446
2,-2,-2,White_vs_Dark Pink,2801.4051405107457,80,35.01756425638432
1,-1,-1,White_vs_Orange,8593.600945341297,94,91.42128665256699
2,-1,-1,White_vs_Orange,8867.403945466489,114,77.78424513567096
1,-2,-1,White_vs_Orange,9502.669347775984,128,74.23960427949987
2,-2,-1,White_vs_Orange,9523.16020221497,135,70.54192742381458
1,-1,-2,White_vs_Orange,8101.482472418027,79,102.55041104326617
2,-1,-2,White_vs_Orange,8164.240982046114,79,103.34482255754575
1,-2,-2,White_vs_Orange,8680.586865784979,93,93.33964371811805
2,-2,-2,White_vs_Orange,8541.936924851781,93,91.84878413819119
1,-1,-1,White_vs_Pale Green,4202.662802606646,77,54.58003639748892
2,-1,-1,White_vs_Pale Green,4238.040133198291,77,55.03948224932846
1,-2,-1,White_vs_Pale Green,4200.192314743556,76,55.2656883518889
2,-2,-1,White_vs_Pale Green,4198.1839865515985,78,53.82287162245639
1,-1,-2,White_vs_Pale Green,4286.397260738287,74,57.92428730727414
2,-1,-2,White_vs_Pale Green,4232.386123211756,74,57.194407070429136
1,-2,-2,White_vs_Pale Green,4281.190276500908,76,56.331451006590896
2,-2,-2,White_vs_Pale Green,4306.978410578621,76,56.670768560245016
1,-1,-1,Yellow_vs_Pale Blue,9513.880311938821,115,82.72939401685932
2,-1,-1,Yellow_vs_Pale Blue,9508.894907649577,118,80.58385514957268
1,-2,-1,Yellow_vs_Pale Blue,10057.337426878057,137,73.41122209400042
2,-2,-1,Yellow_vs_Pale Blue,10069.570914130793,137,73.50051762139265
1,-1,-2,Yellow_vs_Pale Blue,8994.990352675159,94,95.6913867305868
2,-1,-2,Yellow_vs_Pale Blue,9006.27581801315,94,95.81144487248031
1,-2,-2,Yellow_vs_Pale Blue,9463.664318944679,113,83.74924176057237
2,-2,-2,Yellow_vs_Pale Blue,9442.918679795424,115,82.11233634604717
1,-1,-1,Yellow_vs_Green,11468.844998791725,125,91.7507599903338
2,-1,-1,Yellow_vs_Green,11589.913091970624,138,83.984877478048
1,-2,-1,Yellow_vs_Green,11354.691243663383,142,79.96261439199566
2,-2,-1,Yellow_vs_Green,11354.884343965681,142,79.96397425327945
1,-1,-2,Yellow_vs_Green,11233.609671912844,98,114.62867012155962
2,-1,-2,Yellow_vs_Green,11531.18705712754,103,111.9532723992965
1,-2,-2,Yellow_vs_Green,11542.230708005181,123,93.83927404882262
2,-2,-2,Yellow_vs_Green,11549.050368790264,125,92.39240295032211
1,-1,-1,Yellow_vs_Dark Pink,3298.2812477830653,86,38.352107532361224
2,-1,-1,Yellow_vs_Dark Pink,3320.8353522648504,88,37.736765366646026
1,-2,-1,Yellow_vs_Dark Pink,3314.0397109756423,92,36.02217077147437
